experiment,framework,seed,test_accuracy,macro_f1,test_loss,best_epoch,epochs_trained,train_accuracy,validation_accuracy,train_loss,validation_loss,train_val_gap,training_time_seconds,python_version,framework_version,device,architecture
01_input_tensor_alignment,keras,42,0.4943259192010894,0.4791266153437139,1.3166656494140625,30,30,0.5608233213424683,0.4886052906513214,1.1432933807373047,1.3245341777801514,0.07221803069114685,4349.050384624999,3.10.3,2.18.1,tensorflow-metal GPU:0,arm64
01_input_tensor_alignment,keras,123,0.48388561053109397,0.4679423698291474,1.3483531475067139,28,30,0.5425812005996704,0.4799453020095825,1.1996055841445923,1.3656554222106934,0.06263589859008789,4399.207193709,3.10.3,2.18.1,tensorflow-metal GPU:0,arm64
01_input_tensor_alignment,keras,2026,0.4498411257376305,0.44660101112613937,1.419581413269043,13,20,0.48122134804725647,0.464448481798172,1.3265107870101929,1.4248110055923462,0.016772866249084473,2927.8425854170055,3.10.3,2.18.1,tensorflow-metal GPU:0,arm64
