experiment,framework,seed,test_accuracy,macro_f1,test_loss,best_epoch,epochs_trained,train_accuracy,validation_accuracy,train_loss,validation_loss,train_val_gap,training_time_seconds,python_version,framework_version,device,architecture
01_input_tensor_alignment,pytorch,42,0.47208352246936,0.45343493469155677,1.3641860610617327,15,22,0.5101941274022047,0.45897903372835,1.238437454237169,1.3694510321890971,0.051215093673854684,3194.546140833998,3.10.3,2.14.0,mps,arm64
01_input_tensor_alignment,pytorch,123,0.4870630957784839,0.47940810751699864,1.3155928538487383,17,24,0.5430689688810848,0.48814949863263446,1.181533590047816,1.3234595843848034,0.05491947024845034,3490.6394026250055,3.10.3,2.14.0,mps,arm64
01_input_tensor_alignment,pytorch,2026,0.5342714480254199,0.526823791965801,1.2581164097710194,26,30,0.6270607745585797,0.5278030993618961,0.9844981769203222,1.287839365092428,0.0992576751966836,4365.179503791995,3.10.3,2.14.0,mps,arm64
