seed,step,parameter,weight_relative_l2,weight_max_abs_diff,gradient_relative_l2,update_relative_l2,m_relative_l2,v_relative_l2
2026,0,conv1/kernel,0.0,0.0,,,,
2026,0,bn1/gamma,0.0,0.0,,,,
2026,0,bn1/beta,0.0,0.0,,,,
2026,0,conv2/kernel,0.0,0.0,,,,
2026,0,bn2/gamma,0.0,0.0,,,,
2026,0,bn2/beta,0.0,0.0,,,,
2026,0,conv3/kernel,0.0,0.0,,,,
2026,0,bn3/gamma,0.0,0.0,,,,
2026,0,bn3/beta,0.0,0.0,,,,
2026,0,conv4/kernel,0.0,0.0,,,,
2026,0,bn4/gamma,0.0,0.0,,,,
2026,0,bn4/beta,0.0,0.0,,,,
2026,0,fc128/kernel,0.0,0.0,,,,
2026,0,fc128/bias,0.0,0.0,,,,
2026,0,logits/kernel,0.0,0.0,,,,
2026,0,logits/bias,0.0,0.0,,,,
2026,1,conv1/kernel,0.0007990719104914863,0.0018234476447105408,0.00012878340721610571,0.06204253980872311,0.00012878283530989753,0.00019663476418003826
2026,1,bn1/gamma,0.0,0.0,4.651547043732301e-07,5.041117638167438e-08,4.615282491442616e-07,6.516596289259057e-07
2026,1,bn1/beta,5.4450702638848203e-08,1.1641532182693481e-10,3.89741949476701e-07,5.4450702638848203e-08,3.939913570809001e-07,6.378382558654259e-07
2026,1,conv2/kernel,1.233080560298945e-07,5.960464477539062e-07,3.0486023134616797e-06,5.9263040618644155e-06,3.048612341658348e-06,3.6278639320520274e-06
2026,1,bn2/gamma,0.0,0.0,4.562538413335686e-07,5.821271238982494e-08,4.579822458965113e-07,6.062856535321798e-07
2026,1,bn2/beta,6.669000243055552e-08,1.1641532182693481e-10,5.573037470382874e-07,6.669000243055552e-08,5.611568190285546e-07,7.82758407448669e-07
2026,1,conv3/kernel,8.302001817000724e-06,7.000938057899475e-05,2.2891781081054126e-06,0.0002824712769326382,2.2891114110907425e-06,2.725023638123848e-06
2026,1,bn3/gamma,0.0,0.0,5.13199586856708e-07,6.174412082891626e-08,5.131151855577696e-07,6.128751494234995e-07
2026,1,bn3/beta,6.826297113490847e-08,2.3283064365386963e-10,7.010439558764583e-07,6.826297113490847e-08,7.065140743076757e-07,7.663083882300945e-07
2026,1,conv4/kernel,8.13121661601642e-06,8.082017302513123e-05,1.2752796870698485e-06,0.00019595490814798832,1.275827681083427e-06,1.7366639275510264e-06
2026,1,bn4/gamma,7.450460302020605e-09,1.1920928955078125e-07,3.9103796076263114e-07,1.2413316808088065e-07,3.935116126809898e-07,5.342726876349637e-07
2026,1,bn4/beta,4.479400189767978e-07,6.984919309616089e-09,3.6441895101988143e-07,4.479400189767978e-07,3.6650126760682313e-07,5.117730215700215e-07
