seed,layer,keras_hash,pytorch_hash,canonical_hash,max_abs_diff,mean_abs_diff,mse,match
123,bn3/beta,076a27c79e5ace2a3d47f9dd2e83e4ff6ea8872b3c2218f66c92b89b55f36560,076a27c79e5ace2a3d47f9dd2e83e4ff6ea8872b3c2218f66c92b89b55f36560,076a27c79e5ace2a3d47f9dd2e83e4ff6ea8872b3c2218f66c92b89b55f36560,0.0,0.0,0.0,True
123,bn3/mean,076a27c79e5ace2a3d47f9dd2e83e4ff6ea8872b3c2218f66c92b89b55f36560,076a27c79e5ace2a3d47f9dd2e83e4ff6ea8872b3c2218f66c92b89b55f36560,076a27c79e5ace2a3d47f9dd2e83e4ff6ea8872b3c2218f66c92b89b55f36560,0.0,0.0,0.0,True
123,bn3/variance,02722f124d0f1736a9dd7c4ddcd05630dcf16ee1ce3454e9a876005ce005d4ac,02722f124d0f1736a9dd7c4ddcd05630dcf16ee1ce3454e9a876005ce005d4ac,02722f124d0f1736a9dd7c4ddcd05630dcf16ee1ce3454e9a876005ce005d4ac,0.0,0.0,0.0,True
123,conv4/kernel,6849836fed7178b931eed9e7a56fc360ff9a893f9782eefe3daba4fc1cd862f7,6849836fed7178b931eed9e7a56fc360ff9a893f9782eefe3daba4fc1cd862f7,6849836fed7178b931eed9e7a56fc360ff9a893f9782eefe3daba4fc1cd862f7,0.0,0.0,0.0,True
123,bn4/gamma,893a106828fbdb9521e1d868c985aab7ad2ae2f606edc55329265a5e7676006c,893a106828fbdb9521e1d868c985aab7ad2ae2f606edc55329265a5e7676006c,893a106828fbdb9521e1d868c985aab7ad2ae2f606edc55329265a5e7676006c,0.0,0.0,0.0,True
123,bn4/beta,5f70bf18a086007016e948b04aed3b82103a36bea41755b6cddfaf10ace3c6ef,5f70bf18a086007016e948b04aed3b82103a36bea41755b6cddfaf10ace3c6ef,5f70bf18a086007016e948b04aed3b82103a36bea41755b6cddfaf10ace3c6ef,0.0,0.0,0.0,True
123,bn4/mean,5f70bf18a086007016e948b04aed3b82103a36bea41755b6cddfaf10ace3c6ef,5f70bf18a086007016e948b04aed3b82103a36bea41755b6cddfaf10ace3c6ef,5f70bf18a086007016e948b04aed3b82103a36bea41755b6cddfaf10ace3c6ef,0.0,0.0,0.0,True
123,bn4/variance,893a106828fbdb9521e1d868c985aab7ad2ae2f606edc55329265a5e7676006c,893a106828fbdb9521e1d868c985aab7ad2ae2f606edc55329265a5e7676006c,893a106828fbdb9521e1d868c985aab7ad2ae2f606edc55329265a5e7676006c,0.0,0.0,0.0,True
123,fc128/kernel,a2eb66a24fd60632a2383d9a483c7a2aa147a6a48c0de4dbedf0ca47d4b0538e,a2eb66a24fd60632a2383d9a483c7a2aa147a6a48c0de4dbedf0ca47d4b0538e,a2eb66a24fd60632a2383d9a483c7a2aa147a6a48c0de4dbedf0ca47d4b0538e,0.0,0.0,0.0,True
123,fc128/bias,076a27c79e5ace2a3d47f9dd2e83e4ff6ea8872b3c2218f66c92b89b55f36560,076a27c79e5ace2a3d47f9dd2e83e4ff6ea8872b3c2218f66c92b89b55f36560,076a27c79e5ace2a3d47f9dd2e83e4ff6ea8872b3c2218f66c92b89b55f36560,0.0,0.0,0.0,True
123,logits/kernel,c34381e497ddb2feb346b8c4b45ab166abddec7205741223b8b52692d85783ea,c34381e497ddb2feb346b8c4b45ab166abddec7205741223b8b52692d85783ea,c34381e497ddb2feb346b8c4b45ab166abddec7205741223b8b52692d85783ea,0.0,0.0,0.0,True
123,logits/bias,66687aadf862bd776c8fc18b8e9f8e20089714856ee233b3902a591d0d5f2925,66687aadf862bd776c8fc18b8e9f8e20089714856ee233b3902a591d0d5f2925,66687aadf862bd776c8fc18b8e9f8e20089714856ee233b3902a591d0d5f2925,0.0,0.0,0.0,True
