seed,layer,keras_hash,pytorch_hash,canonical_hash,max_abs_diff,mean_abs_diff,mse,match
2026,conv1/kernel,1a2585e03094cfba29d1e5cf031223de5dabf78f1d896dad102a1e194fe3b476,1a2585e03094cfba29d1e5cf031223de5dabf78f1d896dad102a1e194fe3b476,1a2585e03094cfba29d1e5cf031223de5dabf78f1d896dad102a1e194fe3b476,0.0,0.0,0.0,True
2026,bn1/gamma,b638277a8690e175a9137feff1e43c067f9faf4e2f600caf468fb05b0403b717,b638277a8690e175a9137feff1e43c067f9faf4e2f600caf468fb05b0403b717,b638277a8690e175a9137feff1e43c067f9faf4e2f600caf468fb05b0403b717,0.0,0.0,0.0,True
2026,bn1/beta,38723a2e5e8a17aa7950dc008209944e898f69a7bd10a23c839d341e935fd5ca,38723a2e5e8a17aa7950dc008209944e898f69a7bd10a23c839d341e935fd5ca,38723a2e5e8a17aa7950dc008209944e898f69a7bd10a23c839d341e935fd5ca,0.0,0.0,0.0,True
2026,bn1/mean,38723a2e5e8a17aa7950dc008209944e898f69a7bd10a23c839d341e935fd5ca,38723a2e5e8a17aa7950dc008209944e898f69a7bd10a23c839d341e935fd5ca,38723a2e5e8a17aa7950dc008209944e898f69a7bd10a23c839d341e935fd5ca,0.0,0.0,0.0,True
2026,bn1/variance,b638277a8690e175a9137feff1e43c067f9faf4e2f600caf468fb05b0403b717,b638277a8690e175a9137feff1e43c067f9faf4e2f600caf468fb05b0403b717,b638277a8690e175a9137feff1e43c067f9faf4e2f600caf468fb05b0403b717,0.0,0.0,0.0,True
2026,conv2/kernel,858d1f518c0bc680069f3c2626742c6a0dda95ae7c2dcf81ce30b83cc8854603,858d1f518c0bc680069f3c2626742c6a0dda95ae7c2dcf81ce30b83cc8854603,858d1f518c0bc680069f3c2626742c6a0dda95ae7c2dcf81ce30b83cc8854603,0.0,0.0,0.0,True
2026,bn2/gamma,2f20cd03c9cd392a406c56232b0ff93a15f6d6d7da79086bfa14f55d4a4031b0,2f20cd03c9cd392a406c56232b0ff93a15f6d6d7da79086bfa14f55d4a4031b0,2f20cd03c9cd392a406c56232b0ff93a15f6d6d7da79086bfa14f55d4a4031b0,0.0,0.0,0.0,True
2026,bn2/beta,5341e6b2646979a70e57653007a1f310169421ec9bdd9f1a5648f75ade005af1,5341e6b2646979a70e57653007a1f310169421ec9bdd9f1a5648f75ade005af1,5341e6b2646979a70e57653007a1f310169421ec9bdd9f1a5648f75ade005af1,0.0,0.0,0.0,True
2026,bn2/mean,5341e6b2646979a70e57653007a1f310169421ec9bdd9f1a5648f75ade005af1,5341e6b2646979a70e57653007a1f310169421ec9bdd9f1a5648f75ade005af1,5341e6b2646979a70e57653007a1f310169421ec9bdd9f1a5648f75ade005af1,0.0,0.0,0.0,True
2026,bn2/variance,2f20cd03c9cd392a406c56232b0ff93a15f6d6d7da79086bfa14f55d4a4031b0,2f20cd03c9cd392a406c56232b0ff93a15f6d6d7da79086bfa14f55d4a4031b0,2f20cd03c9cd392a406c56232b0ff93a15f6d6d7da79086bfa14f55d4a4031b0,0.0,0.0,0.0,True
2026,conv3/kernel,f483073d5f8c66caf3e014c946092e6add9fb64e01ef43d4f7e6243b2e682d46,f483073d5f8c66caf3e014c946092e6add9fb64e01ef43d4f7e6243b2e682d46,f483073d5f8c66caf3e014c946092e6add9fb64e01ef43d4f7e6243b2e682d46,0.0,0.0,0.0,True
2026,bn3/gamma,02722f124d0f1736a9dd7c4ddcd05630dcf16ee1ce3454e9a876005ce005d4ac,02722f124d0f1736a9dd7c4ddcd05630dcf16ee1ce3454e9a876005ce005d4ac,02722f124d0f1736a9dd7c4ddcd05630dcf16ee1ce3454e9a876005ce005d4ac,0.0,0.0,0.0,True
2026,bn3/beta,076a27c79e5ace2a3d47f9dd2e83e4ff6ea8872b3c2218f66c92b89b55f36560,076a27c79e5ace2a3d47f9dd2e83e4ff6ea8872b3c2218f66c92b89b55f36560,076a27c79e5ace2a3d47f9dd2e83e4ff6ea8872b3c2218f66c92b89b55f36560,0.0,0.0,0.0,True
2026,bn3/mean,076a27c79e5ace2a3d47f9dd2e83e4ff6ea8872b3c2218f66c92b89b55f36560,076a27c79e5ace2a3d47f9dd2e83e4ff6ea8872b3c2218f66c92b89b55f36560,076a27c79e5ace2a3d47f9dd2e83e4ff6ea8872b3c2218f66c92b89b55f36560,0.0,0.0,0.0,True
2026,bn3/variance,02722f124d0f1736a9dd7c4ddcd05630dcf16ee1ce3454e9a876005ce005d4ac,02722f124d0f1736a9dd7c4ddcd05630dcf16ee1ce3454e9a876005ce005d4ac,02722f124d0f1736a9dd7c4ddcd05630dcf16ee1ce3454e9a876005ce005d4ac,0.0,0.0,0.0,True
2026,conv4/kernel,b9a373b85cda831825a05e4156ee2a1ca394225b3e5f0b7596596fe9179d2273,b9a373b85cda831825a05e4156ee2a1ca394225b3e5f0b7596596fe9179d2273,b9a373b85cda831825a05e4156ee2a1ca394225b3e5f0b7596596fe9179d2273,0.0,0.0,0.0,True
2026,bn4/gamma,893a106828fbdb9521e1d868c985aab7ad2ae2f606edc55329265a5e7676006c,893a106828fbdb9521e1d868c985aab7ad2ae2f606edc55329265a5e7676006c,893a106828fbdb9521e1d868c985aab7ad2ae2f606edc55329265a5e7676006c,0.0,0.0,0.0,True
2026,bn4/beta,5f70bf18a086007016e948b04aed3b82103a36bea41755b6cddfaf10ace3c6ef,5f70bf18a086007016e948b04aed3b82103a36bea41755b6cddfaf10ace3c6ef,5f70bf18a086007016e948b04aed3b82103a36bea41755b6cddfaf10ace3c6ef,0.0,0.0,0.0,True
2026,bn4/mean,5f70bf18a086007016e948b04aed3b82103a36bea41755b6cddfaf10ace3c6ef,5f70bf18a086007016e948b04aed3b82103a36bea41755b6cddfaf10ace3c6ef,5f70bf18a086007016e948b04aed3b82103a36bea41755b6cddfaf10ace3c6ef,0.0,0.0,0.0,True
2026,bn4/variance,893a106828fbdb9521e1d868c985aab7ad2ae2f606edc55329265a5e7676006c,893a106828fbdb9521e1d868c985aab7ad2ae2f606edc55329265a5e7676006c,893a106828fbdb9521e1d868c985aab7ad2ae2f606edc55329265a5e7676006c,0.0,0.0,0.0,True
2026,fc128/kernel,99621547c6127a28743677ca665943ff37242287667d72b9e1f412858c8bf7e2,99621547c6127a28743677ca665943ff37242287667d72b9e1f412858c8bf7e2,99621547c6127a28743677ca665943ff37242287667d72b9e1f412858c8bf7e2,0.0,0.0,0.0,True
2026,fc128/bias,076a27c79e5ace2a3d47f9dd2e83e4ff6ea8872b3c2218f66c92b89b55f36560,076a27c79e5ace2a3d47f9dd2e83e4ff6ea8872b3c2218f66c92b89b55f36560,076a27c79e5ace2a3d47f9dd2e83e4ff6ea8872b3c2218f66c92b89b55f36560,0.0,0.0,0.0,True
2026,logits/kernel,74c97ba5f3b5cfb098b3133b19aff35d5df8646bcd0d3ce70379c3205de9b8e6,74c97ba5f3b5cfb098b3133b19aff35d5df8646bcd0d3ce70379c3205de9b8e6,74c97ba5f3b5cfb098b3133b19aff35d5df8646bcd0d3ce70379c3205de9b8e6,0.0,0.0,0.0,True
2026,logits/bias,66687aadf862bd776c8fc18b8e9f8e20089714856ee233b3902a591d0d5f2925,66687aadf862bd776c8fc18b8e9f8e20089714856ee233b3902a591d0d5f2925,66687aadf862bd776c8fc18b8e9f8e20089714856ee233b3902a591d0d5f2925,0.0,0.0,0.0,True
