framework,experiment,phase,seed,epoch,train_loss,train_accuracy,val_loss,val_accuracy,learning_rate,num_optimizer_steps,elapsed_epoch_sec,config_sha256
pytorch,05_gradient_optimizer_divergence,strict_controlled_common_adam,123,1,2.044050681615455,0.18144571261340356,2.1430461830514718,0.1317228805834093,0.001,321,141.0141884170007,450cbd41350873c08d0bc6ca5f147d475fbd8764670706fdbf6926a78d4fca7d
pytorch,05_gradient_optimizer_divergence,strict_controlled_common_adam,123,2,1.7727628172856869,0.28582577309530777,1.7297510146660053,0.3017319963536919,0.001,642,140.7660782909952,450cbd41350873c08d0bc6ca5f147d475fbd8764670706fdbf6926a78d4fca7d
pytorch,05_gradient_optimizer_divergence,strict_controlled_common_adam,123,3,1.6174919901679359,0.33986928104575165,2.0661204245922886,0.21969006381039197,0.001,963,140.69698370900005,450cbd41350873c08d0bc6ca5f147d475fbd8764670706fdbf6926a78d4fca7d
pytorch,05_gradient_optimizer_divergence,strict_controlled_common_adam,123,4,1.5479104575058644,0.3740122914837577,1.709528090199668,0.31722880583409296,0.001,1284,140.90240966703277,450cbd41350873c08d0bc6ca5f147d475fbd8764670706fdbf6926a78d4fca7d
pytorch,05_gradient_optimizer_divergence,strict_controlled_common_adam,123,5,1.495591940396984,0.4070822358794264,1.8107801998541806,0.3072014585232452,0.001,1605,140.95838399999775,450cbd41350873c08d0bc6ca5f147d475fbd8764670706fdbf6926a78d4fca7d
pytorch,05_gradient_optimizer_divergence,strict_controlled_common_adam,123,6,1.4477214206429112,0.4279582479758072,1.698399399559174,0.3290793072014585,0.001,1926,140.79136566701345,450cbd41350873c08d0bc6ca5f147d475fbd8764670706fdbf6926a78d4fca7d
pytorch,05_gradient_optimizer_divergence,strict_controlled_common_adam,123,7,1.4144088112543924,0.4433713784021071,1.5118752879887791,0.4083865086599818,0.001,2247,141.05680666700937,450cbd41350873c08d0bc6ca5f147d475fbd8764670706fdbf6926a78d4fca7d
pytorch,05_gradient_optimizer_divergence,strict_controlled_common_adam,123,8,1.3800892099591304,0.4626865671641791,1.616113600018031,0.35551504102096626,0.001,2568,141.16573079198133,450cbd41350873c08d0bc6ca5f147d475fbd8764670706fdbf6926a78d4fca7d
pytorch,05_gradient_optimizer_divergence,strict_controlled_common_adam,123,9,1.351483715184083,0.47088088966930053,1.6264699221526697,0.39425706472196903,0.001,2889,141.4729082089616,450cbd41350873c08d0bc6ca5f147d475fbd8764670706fdbf6926a78d4fca7d
pytorch,05_gradient_optimizer_divergence,strict_controlled_common_adam,123,10,1.3351319194968043,0.4727343673787923,1.7584059545965551,0.33682771194165906,0.001,3210,141.77684795798268,450cbd41350873c08d0bc6ca5f147d475fbd8764670706fdbf6926a78d4fca7d
pytorch,05_gradient_optimizer_divergence,strict_controlled_common_adam,123,11,1.3111144493596285,0.49370793093356746,1.5479432830184616,0.4097538742023701,0.001,3531,140.96900066698436,450cbd41350873c08d0bc6ca5f147d475fbd8764670706fdbf6926a78d4fca7d
pytorch,05_gradient_optimizer_divergence,strict_controlled_common_adam,123,12,1.292517275347871,0.49390303385035605,1.4609521952344813,0.43299908842297175,0.001,3852,141.41153587499866,450cbd41350873c08d0bc6ca5f147d475fbd8764670706fdbf6926a78d4fca7d
pytorch,05_gradient_optimizer_divergence,strict_controlled_common_adam,123,13,1.2726084721424489,0.5088284069846845,1.438154654928849,0.4416590701914312,0.001,4173,141.22739337501116,450cbd41350873c08d0bc6ca5f147d475fbd8764670706fdbf6926a78d4fca7d
pytorch,05_gradient_optimizer_divergence,strict_controlled_common_adam,123,14,1.2528925169073608,0.5174129353233831,1.6423352540571687,0.39608021877848676,0.001,4494,141.0649022500147,450cbd41350873c08d0bc6ca5f147d475fbd8764670706fdbf6926a78d4fca7d
pytorch,05_gradient_optimizer_divergence,strict_controlled_common_adam,123,15,1.2395873535506237,0.518681104282509,1.4381174489163004,0.4562443026435734,0.001,4815,141.34852616599528,450cbd41350873c08d0bc6ca5f147d475fbd8764670706fdbf6926a78d4fca7d
pytorch,05_gradient_optimizer_divergence,strict_controlled_common_adam,123,16,1.2113982826288172,0.5289240074139109,1.5045836088107516,0.45031905195989064,0.001,5136,141.2410245410283,450cbd41350873c08d0bc6ca5f147d475fbd8764670706fdbf6926a78d4fca7d
pytorch,05_gradient_optimizer_divergence,strict_controlled_common_adam,123,17,1.1940862255996059,0.5387767047117354,1.6912270528463853,0.3837739288969918,0.001,5457,141.00429166603135,450cbd41350873c08d0bc6ca5f147d475fbd8764670706fdbf6926a78d4fca7d
pytorch,05_gradient_optimizer_divergence,strict_controlled_common_adam,123,18,1.1786936994192485,0.5449224465905765,2.2473808549813175,0.35824977210574294,0.001,5778,140.97300804202678,450cbd41350873c08d0bc6ca5f147d475fbd8764670706fdbf6926a78d4fca7d
pytorch,05_gradient_optimizer_divergence,strict_controlled_common_adam,123,19,1.1694408555040592,0.5458979611745196,1.6217611427728762,0.4001823154056518,0.001,6099,141.0225975420326,450cbd41350873c08d0bc6ca5f147d475fbd8764670706fdbf6926a78d4fca7d
pytorch,05_gradient_optimizer_divergence,strict_controlled_common_adam,123,20,1.1433456378405926,0.5581894449322017,1.387917443335654,0.48723792160437557,0.001,6420,141.04822029097704,450cbd41350873c08d0bc6ca5f147d475fbd8764670706fdbf6926a78d4fca7d
pytorch,05_gradient_optimizer_divergence,strict_controlled_common_adam,123,21,1.1212657214653061,0.5651155984781973,1.4409701117843308,0.44940747493163175,0.001,6741,142.55613437504508,450cbd41350873c08d0bc6ca5f147d475fbd8764670706fdbf6926a78d4fca7d
pytorch,05_gradient_optimizer_divergence,strict_controlled_common_adam,123,22,1.112375275598667,0.572139303482587,1.6171646170324918,0.41522333637192343,0.001,7062,141.12266941700364,450cbd41350873c08d0bc6ca5f147d475fbd8764670706fdbf6926a78d4fca7d
pytorch,05_gradient_optimizer_divergence,strict_controlled_common_adam,123,23,1.0923470252549377,0.5831626182811434,1.517071436183933,0.43710118505013673,0.001,7383,141.38887304102536,450cbd41350873c08d0bc6ca5f147d475fbd8764670706fdbf6926a78d4fca7d
pytorch,05_gradient_optimizer_divergence,strict_controlled_common_adam,123,24,1.0632858588665057,0.5945761389132768,1.8605129634019126,0.35505925250683684,0.001,7704,141.58714104199316,450cbd41350873c08d0bc6ca5f147d475fbd8764670706fdbf6926a78d4fca7d
pytorch,05_gradient_optimizer_divergence,strict_controlled_common_adam,123,25,1.0574367889112735,0.5929177641205736,1.459733001840256,0.46536007292616227,0.001,8025,141.9323736249935,450cbd41350873c08d0bc6ca5f147d475fbd8764670706fdbf6926a78d4fca7d
pytorch,05_gradient_optimizer_divergence,strict_controlled_common_adam,123,26,1.0274047472455794,0.6040386303775241,1.6466206850088392,0.4275296262534184,0.001,8346,143.41165995801566,450cbd41350873c08d0bc6ca5f147d475fbd8764670706fdbf6926a78d4fca7d
pytorch,05_gradient_optimizer_divergence,strict_controlled_common_adam,123,27,1.013514112622642,0.613988879133743,1.5398549627149334,0.443482224247949,0.001,8667,202.27586908399826,450cbd41350873c08d0bc6ca5f147d475fbd8764670706fdbf6926a78d4fca7d
