framework,experiment,seed,epoch,train_loss,train_accuracy,val_loss,val_accuracy,learning_rate,elapsed_epoch_sec
keras,01_input_tensor_alignment,123,1,2.1012606620788574,0.16593502461910248,2.172863483428955,0.12534184753894806,0.0010000000474974513,148.69854958299766
keras,01_input_tensor_alignment,123,2,1.9019501209259033,0.23324553668498993,1.9665424823760986,0.2146763950586319,0.0010000000474974513,145.42093941700296
keras,01_input_tensor_alignment,123,3,1.7458127737045288,0.28280168771743774,1.7092463970184326,0.3208751082420349,0.0010000000474974513,146.1122385000017
keras,01_input_tensor_alignment,123,4,1.6547446250915527,0.32474881410598755,1.845831274986267,0.2994530498981476,0.0010000000474974513,146.68466758400245
keras,01_input_tensor_alignment,123,5,1.6074047088623047,0.34825870394706726,1.6574217081069946,0.347766637802124,0.0010000000474974513,147.29901154099935
keras,01_input_tensor_alignment,123,6,1.5679413080215454,0.3690371811389923,1.9365005493164062,0.2707383632659912,0.0010000000474974513,147.56334358299864
keras,01_input_tensor_alignment,123,7,1.5290801525115967,0.38601112365722656,2.1641159057617188,0.2789425849914551,0.0010000000474974513,147.21666716600157
keras,01_input_tensor_alignment,123,8,1.4967361688613892,0.4016193449497223,2.408535957336426,0.23290793597698212,0.0010000000474974513,147.13162962500064
keras,01_input_tensor_alignment,123,9,1.4962372779846191,0.40864306688308716,1.654686450958252,0.36326345801353455,0.0010000000474974513,143.95450258300116
keras,01_input_tensor_alignment,123,10,1.4677960872650146,0.4238610863685608,2.430938482284546,0.2648131251335144,0.0010000000474974513,143.93942887499725
keras,01_input_tensor_alignment,123,11,1.4429253339767456,0.43205541372299194,1.5102686882019043,0.4097538888454437,0.0010000000474974513,145.9084142080028
keras,01_input_tensor_alignment,123,12,1.456478238105774,0.43498194217681885,1.7633883953094482,0.39197811484336853,0.0010000000474974513,144.95511712499865
keras,01_input_tensor_alignment,123,13,1.4304636716842651,0.431957870721817,1.7196545600891113,0.36052870750427246,0.0010000000474974513,145.52074454099784
keras,01_input_tensor_alignment,123,14,1.4207524061203003,0.4418105483055115,1.7093325853347778,0.36371922492980957,0.0010000000474974513,146.69121100000484
keras,01_input_tensor_alignment,123,15,1.3951267004013062,0.4541020393371582,1.531965970993042,0.4234275221824646,0.0005000000237487257,147.75015754200285
keras,01_input_tensor_alignment,123,16,1.3360003232955933,0.47780704498291016,1.4840401411056519,0.412032812833786,0.0005000000237487257,148.18510216600407
keras,01_input_tensor_alignment,123,17,1.3087438344955444,0.4888303577899933,1.4632843732833862,0.42844119668006897,0.0005000000237487257,144.40691970800253
keras,01_input_tensor_alignment,123,18,1.3141173124313354,0.48775729537010193,1.5333133935928345,0.43983590602874756,0.0005000000237487257,144.4654847089987
keras,01_input_tensor_alignment,123,19,1.3043519258499146,0.49078139662742615,1.4402961730957031,0.44302642345428467,0.0005000000237487257,144.57004287500604
keras,01_input_tensor_alignment,123,20,1.2905480861663818,0.4956589639186859,1.4695632457733154,0.4434822201728821,0.0005000000237487257,147.42799599999853
keras,01_input_tensor_alignment,123,21,1.2809492349624634,0.5033655166625977,1.4904065132141113,0.44576117396354675,0.0005000000237487257,150.26134425000055
keras,01_input_tensor_alignment,123,22,1.2733120918273926,0.5062920451164246,1.7051180601119995,0.38058340549468994,0.0005000000237487257,146.84911062500032
keras,01_input_tensor_alignment,123,23,1.270650029182434,0.5045361518859863,1.816066861152649,0.37739288806915283,0.0002500000118743628,147.35453150000103
keras,01_input_tensor_alignment,123,24,1.2301799058914185,0.521510124206543,1.4151742458343506,0.45670008659362793,0.0002500000118743628,147.90373633299896
keras,01_input_tensor_alignment,123,25,1.2056940793991089,0.5334113836288452,1.4104458093643188,0.4680947959423065,0.0002500000118743628,145.93208341699938
keras,01_input_tensor_alignment,123,26,1.2120789289474487,0.5377036333084106,1.399595856666565,0.48723793029785156,0.0002500000118743628,143.56977975000336
keras,01_input_tensor_alignment,123,27,1.1977226734161377,0.5403375029563904,1.5690367221832275,0.4234275221824646,0.0002500000118743628,146.85437412499596
keras,01_input_tensor_alignment,123,28,1.1996055841445923,0.5425812005996704,1.3656554222106934,0.4799453020095825,0.0002500000118743628,148.0783424159963
keras,01_input_tensor_alignment,123,29,1.1869539022445679,0.5409228205680847,1.4125707149505615,0.47174111008644104,0.0002500000118743628,149.39020500000333
keras,01_input_tensor_alignment,123,30,1.1832460165023804,0.5438494086265564,1.4220470190048218,0.47265270352363586,0.0002500000118743628,148.39633499999763
