framework,experiment,seed,epoch,train_loss,train_accuracy,val_loss,val_accuracy,learning_rate,elapsed_epoch_sec
keras,01_input_tensor_alignment,42,1,2.107403039932251,0.15881377458572388,2.2053372859954834,0.1267092078924179,0.0010000000474974513,151.03939170800004
keras,01_input_tensor_alignment,42,2,1.8762977123260498,0.24036678671836853,1.993273377418518,0.18140383064746857,0.0010000000474974513,143.0852393339992
keras,01_input_tensor_alignment,42,3,1.7340015172958374,0.286801278591156,2.3013787269592285,0.22242479026317596,0.0010000000474974513,142.97202675000153
keras,01_input_tensor_alignment,42,4,1.6710238456726074,0.32591941952705383,1.7196052074432373,0.28669098019599915,0.0010000000474974513,143.07521650000126
keras,01_input_tensor_alignment,42,5,1.6215664148330688,0.34328359365463257,1.6365399360656738,0.3327256143093109,0.0010000000474974513,142.82763712499946
keras,01_input_tensor_alignment,42,6,1.59865403175354,0.36250123381614685,1.5961980819702148,0.36554238200187683,0.0010000000474974513,143.06373595900004
keras,01_input_tensor_alignment,42,7,1.5445066690444946,0.38132864236831665,1.6279088258743286,0.3737465739250183,0.0010000000474974513,143.18312720799804
keras,01_input_tensor_alignment,42,8,1.5076277256011963,0.4003511965274811,2.274949789047241,0.2379216104745865,0.0010000000474974513,143.21319208299974
keras,01_input_tensor_alignment,42,9,1.5094908475875854,0.39986342191696167,1.642720103263855,0.37784868478775024,0.0010000000474974513,143.0733657919991
keras,01_input_tensor_alignment,42,10,1.471022605895996,0.4206418991088867,1.8436130285263062,0.324065625667572,0.0005000000237487257,143.54216375000033
keras,01_input_tensor_alignment,42,11,1.3992877006530762,0.4464930295944214,1.6389447450637817,0.3587055504322052,0.0005000000237487257,143.55246229199838
keras,01_input_tensor_alignment,42,12,1.3833084106445312,0.45215100049972534,1.657489538192749,0.37237921357154846,0.0005000000237487257,143.81130716600092
keras,01_input_tensor_alignment,42,13,1.3648476600646973,0.4674665927886963,1.5482360124588013,0.41567912697792053,0.0005000000237487257,143.5487952500007
keras,01_input_tensor_alignment,42,14,1.3561716079711914,0.46522289514541626,1.6505625247955322,0.3819507658481598,0.0005000000237487257,143.44530825000038
keras,01_input_tensor_alignment,42,15,1.3452142477035522,0.4713686406612396,1.6723461151123047,0.37784868478775024,0.0005000000237487257,143.13927612499901
keras,01_input_tensor_alignment,42,16,1.3365366458892822,0.48317238688468933,1.462633728981018,0.42752963304519653,0.0005000000237487257,143.264496374999
keras,01_input_tensor_alignment,42,17,1.3206075429916382,0.48531851172447205,1.6344610452651978,0.399726539850235,0.0005000000237487257,143.1413847920012
keras,01_input_tensor_alignment,42,18,1.3113205432891846,0.4889279007911682,1.4280295372009277,0.43983590602874756,0.0005000000237487257,143.00520370899903
keras,01_input_tensor_alignment,42,19,1.300114631652832,0.4926348626613617,1.5417187213897705,0.41932544112205505,0.0005000000237487257,143.2073743330002
keras,01_input_tensor_alignment,42,20,1.291267991065979,0.4935128390789032,1.4432294368743896,0.4589790403842926,0.0005000000237487257,144.74237770800028
keras,01_input_tensor_alignment,42,21,1.28574800491333,0.501707136631012,1.5893168449401855,0.41385596990585327,0.0005000000237487257,147.14089691700065
keras,01_input_tensor_alignment,42,22,1.270941138267517,0.5089259743690491,1.57200288772583,0.43026435375213623,0.0002500000118743628,147.3426508329976
keras,01_input_tensor_alignment,42,23,1.2188395261764526,0.5311676859855652,1.3864108324050903,0.48313581943511963,0.0002500000118743628,147.80877237500317
keras,01_input_tensor_alignment,42,24,1.215705156326294,0.5304848551750183,1.4242360591888428,0.44530537724494934,0.0002500000118743628,147.7069995419988
keras,01_input_tensor_alignment,42,25,1.1968625783920288,0.5385816097259521,1.4187384843826294,0.46900638937950134,0.0002500000118743628,148.15353395800048
keras,01_input_tensor_alignment,42,26,1.1924018859863281,0.5418007969856262,1.4256234169006348,0.4626253545284271,0.0002500000118743628,147.9050457910016
keras,01_input_tensor_alignment,42,27,1.1891647577285767,0.5420934557914734,1.4963786602020264,0.46034640073776245,0.0001250000059371814,147.15403891700043
keras,01_input_tensor_alignment,42,28,1.1534439325332642,0.5601404905319214,1.3864315748214722,0.47812214493751526,0.0001250000059371814,147.26893208299953
keras,01_input_tensor_alignment,42,29,1.1498554944992065,0.5601404905319214,1.3595223426818848,0.488149493932724,0.0001250000059371814,146.55840700000044
keras,01_input_tensor_alignment,42,30,1.1432933807373047,0.5608233213424683,1.3245341777801514,0.4886052906513214,0.0001250000059371814,147.30505658299808
