experiment,framework,seed,test_accuracy,macro_f1,test_loss,best_epoch,epochs_trained,train_accuracy,validation_accuracy,train_loss,validation_loss,train_val_gap,training_time_seconds,python_version,framework_version,device,architecture
00_baseline_final_cnn_3seed,keras,42,0.49341806627326373,0.483675337079439,1.3283649682998657,30,30,0.5402399897575378,0.4908842444419861,1.1843101978302002,1.344416618347168,0.04935574531555176,4919.14231,3.10.3,2.18.1,tensorflow-metal GPU:0,arm64
00_baseline_final_cnn_3seed,keras,123,0.4725374489332728,0.4568660573643177,1.3633803129196167,28,30,0.5115598440170288,0.47265270352363586,1.2622017860412598,1.3581783771514893,0.038907140493392944,4900.957176083,3.10.3,2.18.1,tensorflow-metal GPU:0,arm64
00_baseline_final_cnn_3seed,keras,2026,0.4498411257376305,0.4348053249832303,1.4089314937591553,27,30,0.49078139662742615,0.4389243423938751,1.3099266290664673,1.41054368019104,0.051857054233551025,4860.9572222080005,3.10.3,2.18.1,tensorflow-metal GPU:0,arm64
