experiment,framework,seed,test_accuracy,macro_f1,test_loss,best_epoch,epochs_trained,train_accuracy,validation_accuracy,train_loss,validation_loss,train_val_gap,training_time_seconds,python_version,framework_version,device,architecture
03_augmentation_alignment,keras,42,0.4398547435315479,0.4290711584144278,1.4490089416503906,30,30,0.45771142840385437,0.42251595854759216,1.3744487762451172,1.4530137777328491,0.03519546985626221,5749.9762188339955,3.10.3,2.18.1,tensorflow-metal GPU:0,arm64
03_augmentation_alignment,keras,123,0.4271448025419882,0.3984718112008424,1.4632169008255005,26,30,0.4541020393371582,0.4320875108242035,1.3830389976501465,1.4582529067993164,0.022014528512954712,5607.874522083002,3.10.3,2.18.1,tensorflow-metal GPU:0,arm64
03_augmentation_alignment,keras,2026,0.4829777576032683,0.46703623938957495,1.3447519540786743,29,30,0.540532648563385,0.4876936972141266,1.1882978677749634,1.3450068235397339,0.05283895134925842,5798.264475166987,3.10.3,2.18.1,tensorflow-metal GPU:0,arm64
