framework,experiment,seed,epoch,train_loss,train_accuracy,val_loss,val_accuracy,learning_rate,elapsed_epoch_sec
pytorch,02_batch_order_alignment,42,1,2.036983480919583,0.16827626573017265,2.1580716571486205,0.14357338195077485,0.001,141.67839100000856
pytorch,02_batch_order_alignment,42,2,1.8166834780930565,0.24807335869671251,1.7269026686521476,0.25706472196900637,0.001,141.1412057090056
pytorch,02_batch_order_alignment,42,3,1.6843376711000757,0.29811725685298995,2.1592285336422288,0.1463081130355515,0.001,141.4676872919954
pytorch,02_batch_order_alignment,42,4,1.5904751995135233,0.3488440152180275,1.610054830474645,0.33546034639927075,0.001,141.61860137499752
pytorch,02_batch_order_alignment,42,5,1.5410002397334979,0.36972002731440834,1.8965832635067545,0.27711941659070194,0.001,141.65326770899992
pytorch,02_batch_order_alignment,42,6,1.482924308326579,0.40298507462686567,1.6283294972008537,0.3650865998176846,0.001,141.3064116250025
pytorch,02_batch_order_alignment,42,7,1.4529087522904147,0.41644717588527946,3.122138198577173,0.17866909753874202,0.001,142.61136875000375
pytorch,02_batch_order_alignment,42,8,1.4089539692978919,0.43527460735538,1.5026193690930265,0.406563354603464,0.001,141.58781512499263
pytorch,02_batch_order_alignment,42,9,1.3810752061224836,0.4486391571553995,1.5145209881535637,0.40610756608933457,0.001,144.688542917007
pytorch,02_batch_order_alignment,42,10,1.3538915060890115,0.46853965466783726,1.5207352625204416,0.41203281677301734,0.001,142.79954125000222
pytorch,02_batch_order_alignment,42,11,1.3331267011536585,0.4699053750853575,1.6186632011408357,0.37329079307201457,0.001,141.6491831250023
pytorch,02_batch_order_alignment,42,12,1.3146587339404407,0.47780704321529605,1.446821052482591,0.43527803099361895,0.001,142.4780311670038
pytorch,02_batch_order_alignment,42,13,1.2973784210856119,0.4891230123890352,1.5428542567038384,0.39380127620783956,0.001,141.76955495899892
pytorch,02_batch_order_alignment,42,14,1.277029227121971,0.4955614086430592,1.4172106000001363,0.43026435733819507,0.001,141.49705774999165
pytorch,02_batch_order_alignment,42,15,1.2624708714688444,0.5061945176080382,1.5178959986896219,0.4056517775752051,0.001,141.85724100000516
pytorch,02_batch_order_alignment,42,16,1.2360441202117738,0.5161447663642571,1.4508411569169357,0.43846855059252504,0.001,144.5185034580063
pytorch,02_batch_order_alignment,42,17,1.2243956016012663,0.5194615159496635,1.6807263316951673,0.3796718322698268,0.001,141.4366805000027
pytorch,02_batch_order_alignment,42,18,1.212356308218026,0.5207296849087893,1.572387889720357,0.4074749316317229,0.001,142.13977541599888
pytorch,02_batch_order_alignment,42,19,1.1989109053831313,0.5298019705394595,1.697088369479914,0.3659981768459435,0.0005,142.91605762499967
pytorch,02_batch_order_alignment,42,20,1.1300079917898411,0.5628719149351282,1.480749517326042,0.443482224247949,0.0005,142.2834651669982
pytorch,02_batch_order_alignment,42,21,1.1134749851672432,0.5717490976490098,1.3263901679648413,0.4995442114858706,0.0005,141.53862958399986
pytorch,02_batch_order_alignment,42,22,1.0955108429743434,0.5792605599453712,1.5919568638640746,0.41020966271649956,0.0005,141.61084029199264
pytorch,02_batch_order_alignment,42,23,1.0830918095098125,0.5800409716125257,1.4572311789748227,0.4612579762989973,0.0005,141.8813460829988
pytorch,02_batch_order_alignment,42,24,1.060067736478029,0.5941859330796996,1.301071507450441,0.5109389243391067,0.0005,141.720256917004
pytorch,02_batch_order_alignment,42,25,1.0465765802316718,0.5946736903716711,1.5667864871003352,0.45305378304466726,0.0005,143.19545749999816
pytorch,02_batch_order_alignment,42,26,1.0278998515441027,0.6038435274607356,1.4817132969389422,0.4740200546946217,0.0005,141.74115474999417
pytorch,02_batch_order_alignment,42,27,1.0220904317893884,0.6062823139205931,1.5000874911423911,0.46718322698268006,0.0005,142.13517725000565
pytorch,02_batch_order_alignment,42,28,1.0133520464189645,0.6131109160081943,1.3731241120787894,0.48495897903372837,0.0005,141.65406537499803
pytorch,02_batch_order_alignment,42,29,0.9920074801400351,0.6165252170519949,1.6006031630793374,0.4243391066545123,0.00025,140.94586412499484
pytorch,02_batch_order_alignment,42,30,0.9347281823994624,0.6495951614476636,1.3546808916759578,0.5186873290793071,0.00025,141.20058370901097
