framework,experiment,seed,epoch,train_loss,train_accuracy,val_loss,val_accuracy,learning_rate,elapsed_epoch_sec
pytorch,03_augmentation_alignment,42,1,2.0155328793498253,0.18320163886450103,2.4088481970015936,0.1340018231540565,0.001,143.23699162504636
pytorch,03_augmentation_alignment,42,2,1.736671646889588,0.2766559360062433,2.404072795657538,0.18596171376481313,0.001,142.69277004199103
pytorch,03_augmentation_alignment,42,3,1.6299410995396506,0.3303092381231099,1.6565742978423752,0.3309024612579763,0.001,142.24554974999046
pytorch,03_augmentation_alignment,42,4,1.5597913085327022,0.3657204175202419,1.8328871855218516,0.2866909753874202,0.001,145.2095548340003
pytorch,03_augmentation_alignment,42,5,1.5152165515866354,0.38923031899326893,1.606094946943855,0.3678213309024613,0.001,142.07364195899572
pytorch,03_augmentation_alignment,42,6,1.4555136914160667,0.42122719734660036,1.8012187061466296,0.29808568824065634,0.001,142.04541741602588
pytorch,03_augmentation_alignment,42,7,1.4221702820847015,0.4414203492342211,1.7212092878607694,0.33773928896991795,0.001,141.8949186670361
pytorch,03_augmentation_alignment,42,8,1.3923022262922857,0.4455175104867818,1.569727383207601,0.3997265268915223,0.001,142.16115154197905
pytorch,03_augmentation_alignment,42,9,1.3667515666993486,0.45751633986928103,1.6965908489122974,0.3290793072014585,0.001,143.795622790989
pytorch,03_augmentation_alignment,42,10,1.3438943319931902,0.4720515071700322,1.896805320312027,0.3514129443938013,0.001,142.30463904200587
pytorch,03_augmentation_alignment,42,11,1.315859053265396,0.481318895717491,1.5137474264681285,0.4238833181403829,0.001,142.4245896670036
pytorch,03_augmentation_alignment,42,12,1.3084699927673213,0.48170910155106816,1.364957361408223,0.47584320875113945,0.001,142.36642683297396
pytorch,03_augmentation_alignment,42,13,1.27838568890482,0.49653692322700227,1.3835417385414284,0.4585232452142206,0.001,142.2867250419804
pytorch,03_augmentation_alignment,42,14,1.2759708739550402,0.4992683640620427,1.7342556934521864,0.3527803099361896,0.001,143.36438233300578
pytorch,03_augmentation_alignment,42,15,1.2461779418427494,0.5069749292751926,1.4178340662145137,0.45259799453053784,0.001,144.98101012501866
pytorch,03_augmentation_alignment,42,16,1.2474152457015175,0.5104867817773876,2.1871033966704294,0.27939835916134914,0.001,145.87464879098115
pytorch,03_augmentation_alignment,42,17,1.2168127842826757,0.5274607355379963,1.7961452679951406,0.3637192342752963,0.0005,146.52285258402117
pytorch,03_augmentation_alignment,42,18,1.155732891092346,0.5485318505511657,1.5200059105291515,0.43117593436645396,0.0005,145.67790250002872
pytorch,03_augmentation_alignment,42,19,1.1326823798217676,0.5576041361818359,1.5765934798971784,0.44667274384685507,0.0005,145.14783266698942
