seed,step,layer,weight_mean_abs_diff,weight_max_abs_diff,weight_relative_l2,weight_cosine_similarity,gradient_relative_l2,update_relative_l2,m_relative_l2,v_relative_l2
123,0,conv1/kernel,0.0,0.0,0.0,1.0000000000000002,,,,
123,0,conv2/kernel,0.0,0.0,0.0,1.0,,,,
123,0,conv3/kernel,0.0,0.0,0.0,1.0,,,,
123,0,conv4/kernel,0.0,0.0,0.0,1.0000000000000002,,,,
123,0,bn1/gamma,0.0,0.0,0.0,0.9999999999999998,,,,
123,0,bn1/beta,0.0,0.0,0.0,1.0,,,,
123,0,bn2/gamma,0.0,0.0,0.0,1.0,,,,
123,0,bn2/beta,0.0,0.0,0.0,1.0,,,,
123,0,bn3/gamma,0.0,0.0,0.0,0.9999999999999998,,,,
123,0,bn3/beta,0.0,0.0,0.0,1.0,,,,
123,0,bn4/gamma,0.0,0.0,0.0,1.0,,,,
123,0,bn4/beta,0.0,0.0,0.0,1.0,,,,
123,0,fc128/kernel,0.0,0.0,0.0,1.0,,,,
123,0,fc128/bias,0.0,0.0,0.0,1.0,,,,
123,0,logits/kernel,0.0,0.0,0.0,1.0,,,,
123,0,logits/bias,0.0,0.0,0.0,1.0,,,,
123,1,conv1/kernel,9.46458857032229e-07,0.00011045671999454498,7.385639628271092e-05,0.9999999972730819,9.125779381003707e-05,0.005741001408775776,9.12587690703555e-05,0.00015727620660959017
123,1,conv2/kernel,2.7146493392946368e-06,0.0006899908185005188,0.0003638880217628975,0.999999933816884,1.1491736440855586e-05,0.017449420779363775,1.1492046392594921e-05,1.2066182583606425e-05
123,1,conv3/kernel,3.7385326883625994e-06,0.000712178647518158,0.0006102606439362978,0.9999998137909417,9.099293845811457e-06,0.02074920017020335,9.099520194566026e-06,8.419258642891996e-06
123,1,conv4/kernel,5.770581128692085e-06,0.0007002074271440506,0.001117559298165997,0.9999993755674689,8.106309295320877e-06,0.026923278304224838,8.106411926523617e-06,7.640663453723883e-06
123,1,bn1/gamma,1.864507794380188e-06,1.7642974853515625e-05,3.996441637879291e-06,0.999999999992249,1.1101453619112926e-05,0.003997158336314563,1.1104561272023693e-05,1.409987599512827e-05
123,1,bn1/beta,9.542491170577705e-07,4.0549784898757935e-06,0.001386546337549028,0.9999994930703916,3.4521189754877884e-05,0.001386546337549028,3.4551612617930175e-05,8.28611224784042e-05
123,1,bn2/gamma,1.0021030902862549e-06,5.9604644775390625e-06,1.4231966493136394e-06,0.9999999999989881,9.322777830019849e-06,0.0014232515270940292,9.32346233481935e-06,9.184056708898693e-06
123,1,bn2/beta,2.2411495592677966e-06,2.567889168858528e-05,0.004575843334723666,0.9999920056928592,1.1051817583331292e-05,0.004575843334723666,1.1052818662661159e-05,9.531349271249344e-06
123,1,bn3/gamma,4.962552338838577e-06,0.0001500844955444336,1.79679707046658e-05,0.9999999998390016,8.947257331935807e-06,0.017969806631810196,8.950172507083914e-06,7.231342372798492e-06
123,1,bn3/beta,4.567944870359497e-06,0.00013152387691661716,0.01350765926414281,0.9999184480246254,1.1987014926679493e-05,0.01350765926414281,1.198314870162326e-05,1.1598074882665979e-05
123,1,bn4/gamma,1.461012288928032e-06,6.210803985595703e-05,5.667434693597055e-06,0.9999999999839874,1.977803165737903e-07,0.005667306363502298,1.9970652437359836e-07,3.1694544255674594e-07
123,1,bn4/beta,1.711079676169902e-06,9.110121754929423e-05,0.007519471045276672,0.999973098808533,1.5404684490718154e-07,0.007519471045276672,1.574495682856782e-07,2.3539058137078987e-07
123,1,fc128/kernel,8.356315781554713e-07,0.000698089599609375,0.00010417845755727465,0.9999999945736332,1.8434114319397072e-07,0.008806052499975823,1.8787888480741514e-07,3.0820100100966433e-07
123,1,fc128/bias,8.566194082959555e-07,4.033965524286032e-05,0.004740044918446432,0.9999894355079954,1.2017592782693818e-07,0.004740044918446432,1.279746945450673e-07,1.7169600588410993e-07
123,1,logits/kernel,2.598401806608308e-06,0.00038236379623413086,0.00015131366221143026,0.999999988565123,1.7261432184232123e-07,0.02162943472806096,1.7661107968587184e-07,2.4460957677384715e-07
123,1,logits/bias,4.030880518257618e-08,6.542541086673737e-08,4.245710301384888e-05,0.9999999999110917,1.6505822690286049e-07,4.245710301384888e-05,1.7613895206813678e-07,3.494736139332271e-07
123,2,conv1/kernel,9.434661613475462e-06,0.00029190629720687866,0.0002735662649136181,0.9999999626665318,0.021164787707625955,0.030205792103910025,0.012944966993795586,0.012375783651443945
123,2,conv2/kernel,1.0180036036662917e-05,0.0009398255497217178,0.0006304103867224747,0.9999998012979954,0.01612500350227398,0.03443072360983815,0.013171939178112794,0.010079989533520333
123,2,conv3/kernel,1.0064324807546043e-05,0.0016325749456882477,0.0008763412233759221,0.999999616020814,0.015004404075567176,0.03016377883022202,0.012233108475845857,0.010692181033932015
123,2,conv4/kernel,9.111613238796082e-06,0.001800214871764183,0.0012855099931021684,0.9999991738039197,0.011388340485796069,0.022345242179628383,0.010331210835648273,0.010428602628540472
123,2,bn1/gamma,5.3979456424713135e-06,2.47955322265625e-05,8.303467194884093e-06,0.9999999999656266,0.015349893871675882,0.009422480704723148,0.011289742157422084,0.015009465273442874
123,2,bn1/beta,1.0135010597878136e-05,7.679348345845938e-05,0.011957188265990295,0.9999304897588075,0.019879653529417646,0.026660858667144807,0.014580794435300592,0.01330332244922306
