seed,step,layer,weight_mean_abs_diff,weight_max_abs_diff,weight_relative_l2,weight_cosine_similarity,gradient_relative_l2,update_relative_l2,m_relative_l2,v_relative_l2
2026,0,conv1/kernel,0.0,0.0,0.0,1.0,,,,
2026,0,conv2/kernel,0.0,0.0,0.0,1.0,,,,
2026,0,conv3/kernel,0.0,0.0,0.0,1.0,,,,
2026,0,conv4/kernel,0.0,0.0,0.0,1.0000000000000002,,,,
2026,0,bn1/gamma,0.0,0.0,0.0,0.9999999999999998,,,,
2026,0,bn1/beta,0.0,0.0,0.0,1.0,,,,
2026,0,bn2/gamma,0.0,0.0,0.0,1.0,,,,
2026,0,bn2/beta,0.0,0.0,0.0,1.0,,,,
2026,0,bn3/gamma,0.0,0.0,0.0,0.9999999999999998,,,,
2026,0,bn3/beta,0.0,0.0,0.0,1.0,,,,
2026,0,bn4/gamma,0.0,0.0,0.0,1.0,,,,
2026,0,bn4/beta,0.0,0.0,0.0,1.0,,,,
2026,0,fc128/kernel,0.0,0.0,0.0,1.0,,,,
2026,0,fc128/bias,0.0,0.0,0.0,1.0,,,,
2026,0,logits/kernel,0.0,0.0,0.0,1.0,,,,
2026,0,logits/bias,0.0,0.0,0.0,1.0,,,,
2026,1,conv1/kernel,2.8834396356682257e-06,0.0012096837162971497,0.0005484946567846067,0.9999998497909729,0.00012878340721610571,0.04258956279954362,0.00012878084026815136,0.0001966395954417499
2026,1,conv2/kernel,2.39914746202885e-06,0.000697210431098938,0.00032201232752560906,0.9999999481549259,3.0486023134616797e-06,0.015501902508787597,3.0488499257121744e-06,3.627128033737894e-06
2026,1,conv3/kernel,3.3263691676665985e-06,0.0007043145596981049,0.0005588307814572978,0.9999998438540634,2.2891781081054126e-06,0.01901390055013395,2.289428824581974e-06,2.7249912985473338e-06
2026,1,conv4/kernel,4.71134424860785e-06,0.0006996896117925644,0.000966891679534323,0.9999995325793307,1.2752796870698485e-06,0.0233010736910822,1.2757558386618322e-06,1.736502655320333e-06
2026,1,bn1/gamma,1.1324882507324219e-06,9.417533874511719e-06,2.4453621842449056e-06,0.9999999999972308,4.651547043732301e-07,0.00244561143184228,4.638866141335417e-07,6.356586422471831e-07
2026,1,bn1/beta,1.3576172932516783e-06,1.7583020962774754e-05,0.003490885301228202,0.9999948140096464,3.89741949476701e-07,0.003490885301228202,3.9403493849634024e-07,6.287174696360774e-07
2026,1,bn2/gamma,2.6207417249679565e-06,4.291534423828125e-05,6.733492046699307e-06,0.9999999999773891,4.562538413335686e-07,0.006733675247092705,4.655681692835397e-07,6.135133054476546e-07
2026,1,bn2/beta,2.172184395021759e-06,1.6294186934828758e-05,0.004049105434394198,0.9999941356665427,5.573037470382874e-07,0.004049105434394198,5.569082399396519e-07,8.049137128851111e-07
2026,1,bn3/gamma,2.7175992727279663e-06,5.6803226470947266e-05,6.868827434527626e-06,0.999999999976448,5.13199586856708e-07,0.006869701912642159,5.143947446987787e-07,6.198941454883192e-07
2026,1,bn3/beta,3.707819814735558e-06,7.081881631165743e-05,0.008964603060354329,0.9999664384298066,7.010439558764583e-07,0.008964603060354329,7.031216437639295e-07,7.74258237391478e-07
2026,1,bn4/gamma,3.094784915447235e-06,0.00026100873947143555,1.9624246308787023e-05,0.9999999998075432,3.9103796076263114e-07,0.019626928915589165,3.9203902385283926e-07,5.37915023289545e-07
2026,1,bn4/beta,4.07057677875855e-06,0.00027142668841406703,0.022802198641551544,0.9997462750765688,3.6441895101988143e-07,0.022802198641551544,3.6428165758745034e-07,5.082230687700783e-07
2026,1,fc128/kernel,2.040481675180672e-06,0.0006974376738071442,0.00020265139226153977,0.9999999794674133,3.4631543876934675e-07,0.016809920985966394,3.481511863854971e-07,4.6379801718071847e-07
2026,1,fc128/bias,1.5220271052385215e-06,5.655566928908229e-05,0.0066577803965760475,0.999979770886846,3.200744513854649e-07,0.0066577803965760475,3.2646099272258334e-07,3.611887989080241e-07
2026,1,logits/kernel,2.322942918908666e-06,0.00010442733764648438,8.28910297466002e-05,0.9999999965648667,4.3806437600849514e-07,0.011608118798379275,4.380049049414578e-07,6.693666065657408e-07
2026,1,logits/bias,7.170165190473199e-07,5.219131708145142e-06,0.001846677441715794,0.9999985498159251,3.593645536198326e-07,0.001846677441715794,3.620869542663479e-07,8.34676905110895e-07
2026,2,conv1/kernel,6.891599864670921e-06,0.0003292085602879524,0.0002792223579957071,0.9999999610259531,0.009522890971693492,0.07407628851141569,0.008487587540691722,0.008320607587813871
2026,2,conv2/kernel,8.825372861546535e-06,0.000747340265661478,0.0005245001077050037,0.9999998624570091,0.011308753576184176,0.027890733176531686,0.00942407616990349,0.00828886691943948
2026,2,conv3/kernel,8.566309216639922e-06,0.001271640881896019,0.0007879608893180343,0.9999996895588038,0.011808446905339798,0.02741921951930311,0.010448292754196167,0.008602918213435921
2026,2,conv4/kernel,7.246857554702508e-06,0.0016945358365774155,0.0011160305128051497,0.9999993772703963,0.009332622344328278,0.019746543943385594,0.008411580118153976,0.007088706416392264
2026,2,bn1/gamma,3.2279640436172485e-06,1.0311603546142578e-05,4.400131500628389e-06,0.99999999999144,0.00916540429444018,0.004779344167334147,0.007322870753925692,0.010291131733899922
2026,2,bn1/beta,6.505957571789622e-06,3.132305573672056e-05,0.005702535116994707,0.999984107812603,0.01580136293535773,0.011968469240873223,0.009881033633842115,0.01033383045880178
2026,2,bn2/gamma,4.9425289034843445e-06,4.315376281738281e-05,8.73773161792369e-06,0.9999999999618664,0.009140051976302086,0.006548849203994264,0.008669700328291868,0.012154236952602922
2026,2,bn2/beta,1.2545037861855235e-05,0.00043718586675822735,0.037971081117318325,0.9992816128720634,0.011355932440269818,0.0791143741372988,0.009838817545764999,0.0094283928013388
2026,2,bn3/gamma,6.786081939935684e-06,0.00012254714965820312,1.476117200159739e-05,0.9999999998912596,0.00849918217931123,0.014983415989425057,0.007489600238647586,0.0061076034424818945
2026,2,bn3/beta,8.388860351260519e-06,6.995344301685691e-05,0.009753367193932341,0.9999567555272295,0.014831628235872347,0.015918905908888947,0.013663717670533546,0.013788860953075745
2026,2,bn4/gamma,3.289896994829178e-06,0.00027358531951904297,2.0258712117911515e-05,0.999999999794979,0.0005716715563228088,0.0016594103207154412,0.0005880617855966325,0.0006846541426247953
2026,2,bn4/beta,4.551316578726983e-06,0.0002716581802815199,0.01773665239668263,0.9998458404937695,0.002095771546541061,0.002929515648530403,0.0023638671442583344,0.0020595601252746242
2026,2,fc128/kernel,2.588005125314652e-06,0.000697016716003418,0.00022558860675793573,0.999999974557166,0.0005558579718250947,0.010875294555505066,0.0005873392332016435,0.0005964475688703241
2026,2,fc128/bias,1.672360212978674e-06,5.694397259503603e-05,0.004941292664221108,0.9999889622734561,0.0003272832184939119,0.0012827582245417293,0.00037601114768768135,0.0004212134194810654
2026,2,logits/kernel,7.184878512589421e-06,0.0005347905680537224,0.00033806561715187856,0.999999942860451,0.0006315217461252907,0.061830246873833275,0.0007225015345262442,0.0006834755565366407
2026,2,logits/bias,7.337657734751701e-07,5.261274054646492e-06,0.0013894552562018557,0.9999992262822165,0.00030283363043865155,0.00025032503325915143,0.0003931635738142717,0.00037646657604978426
2026,5,conv1/kernel,3.3079891383951894e-05,0.00030868127942085266,0.0006202631127877389,0.9999998079363331,0.05464039301477786,0.04154378795952973,0.027342716354370415,0.020083580752946795
2026,5,conv2/kernel,4.1659507645440565e-05,0.001280367374420166,0.0013667052794328698,0.9999990660833635,0.08060066901092525,0.06083810408310704,0.04106018184146703,0.020661605012835385
2026,5,conv3/kernel,3.3388596520985324e-05,0.0028009191155433655,0.0016148015174367062,0.9999986962122207,0.0639169312779022,0.04244583062849759,0.032827940615764724,0.01907439564579824
2026,5,conv4/kernel,2.353162122041255e-05,0.0018794853240251541,0.0017840474163300648,0.9999984086612521,0.05072477398854436,0.035415183093474176,0.02767762522055414,0.017362199943632133
2026,5,bn1/gamma,3.0057504773139954e-05,0.00012308359146118164,3.898118485822589e-05,0.9999999992542131,0.06710470805357391,0.04297550569397209,0.03448223213747527,0.029439695701682794
2026,5,bn1/beta,5.098237670608796e-05,0.0003782372223213315,0.02912985071103365,0.9995761000566062,0.14796441714751082,0.0643380773732849,0.047580224016109604,0.02249311258134589
2026,5,bn2/gamma,2.7788802981376648e-05,0.00021159648895263672,4.3057258644172585e-05,0.9999999990761872,0.04740834877021145,0.034760004177523784,0.029102340568987292,0.018672977164194342
2026,5,bn2/beta,4.1575181057851296e-05,0.0004747214261442423,0.028627572951255793,0.9995960938930089,0.05547955925185828,0.03264635999257706,0.02930187470401278,0.018377872313405173
2026,5,bn3/gamma,2.4098902940750122e-05,0.00013631582260131836,3.23180650661197e-05,0.9999999994777724,0.04108878802795642,0.030396460963548786,0.03182123318305787,0.015890403516521812
2026,5,bn3/beta,2.9177558161563866e-05,0.00022948766127228737,0.01860311610431319,0.9998269517464579,0.05292534551792671,0.0509255216525198,0.04251120873880133,0.02511265236178132
2026,5,bn4/gamma,9.829411283135414e-06,0.0002766251564025879,2.3035673889300637e-05,0.9999999997347708,0.02347118001921328,0.02128676780802398,0.017771219085022827,0.00681041306351974
2026,5,bn4/beta,1.3252946232000795e-05,0.00025932930293492973,0.0149165546114555,0.9998907220730556,0.03054746972432015,0.026901879712780862,0.02626160485303071,0.009412007773742915
2026,5,fc128/kernel,7.640297517430561e-06,0.001530967652797699,0.0006347026210028963,0.9999997985835014,0.023386644851846067,0.04735126421480875,0.01897533719989303,0.005853352615163245
2026,5,fc128/bias,3.87995390838114e-06,7.257156539708376e-05,0.00657094910605529,0.9999785581843944,0.0287197538927348,0.023255016279736234,0.02653523024988086,0.008637247173399606
2026,5,logits/kernel,1.3429294639877298e-05,0.0005519986152648926,0.00040794830906179736,0.9999999168061235,0.004315431898925172,0.036375937312611496,0.004087702691685673,0.0023174716096617015
2026,5,logits/bias,1.4282704796642065e-06,5.898997187614441e-06,0.0017932448087933268,0.9999993087143301,0.0020244050297191147,0.0016879858655880187,0.0023548744447885067,0.0008840436192353735
2026,10,conv1/kernel,8.418621079423853e-05,0.0005870386958122253,0.0015343071012635199,0.9999988230337346,0.23140194034858613,0.08816836667023863,0.0670374720926786,0.059557289515009694
2026,10,conv2/kernel,0.00011673968009360023,0.001521781086921692,0.003471668405865183,0.9999939737417134,0.13086523640626743,0.0992469069781876,0.08037724520652216,0.023730157487870843
2026,10,conv3/kernel,9.196498544652678e-05,0.0030413828790187836,0.0038445912905930068,0.9999926095327663,0.1664486867138748,0.09379838532640455,0.08233594072242495,0.03337521927895032
