state,shape,keras_mean,pytorch_mean,keras_std,pytorch_std,mean_abs_diff,max_abs_diff,mse,rmse,cosine_similarity
bn1/mean,[32],0.0003263152549379811,0.0003263152453882867,0.0016992949462057974,0.0016992949228069802,2.5011104298755527e-11,2.3283064365386963e-10,4.37413107918041e-21,6.613721402644967e-11,0.9999999999999993
bn1/variance,[32],0.9900887589901686,0.9900887589901686,0.00010513904699584126,0.00010513904699584126,0.0,0.0,0.0,0.0,0.9999999999999999
bn2/mean,[64],0.0001298982468824761,0.00012989818355890748,0.0035078189321820228,0.0035078190270306894,2.8319391276454553e-10,9.313225746154785e-10,1.5587143308765488e-19,3.948055636483038e-10,0.9999999999999941
bn2/variance,[64],0.9919113665819168,0.9919113796204329,0.0013445682504106282,0.00134457724334857,1.30385160446167e-08,5.960464477539063e-08,7.771561172376096e-16,2.7877519926234643e-08,0.9999999999999997
bn3/mean,[128],-0.00018930495588165286,-0.00018930496827351817,0.004207350903516652,0.004207350988107312,2.531805876060389e-10,9.313225746154785e-10,1.326417199453282e-19,3.6420010975468994e-10,0.9999999999999963
bn3/variance,[128],0.992889626417309,0.9928897125646472,0.0011303056129200707,0.0011303373980210043,8.614733815193176e-08,2.384185791015625e-07,8.965050923848139e-15,9.468395283176626e-08,0.9999999999999992
bn4/mean,[256],9.66888006281863e-05,9.668883986790888e-05,0.004887845299185688,0.004887845352952966,2.681126431980374e-10,1.862645149230957e-09,1.683488613231263e-19,4.1030337717733486e-10,0.9999999999999968
bn4/variance,[256],0.9932653503492475,0.9932657482568175,0.0009716339857795436,0.0009717550772974684,3.979075700044632e-07,8.344650268554688e-07,1.7354173653671978e-13,4.1658340885916205e-07,0.9999999999999923
