seed,parameter,rank,flat_index,canonical_index,keras_value,pytorch_value,absolute_difference
2026,conv1/kernel,1,783,"[2, 2, 0, 15]",0.00032448023557662964,-0.00088520348072052,0.0012096837162971497
2026,conv1/kernel,2,719,"[2, 1, 1, 15]",0.000785529613494873,0.0009940043091773987,0.00020847469568252563
2026,conv1/kernel,3,623,"[2, 0, 1, 15]",-0.0007894262671470642,-0.000987231731414795,0.0001978054642677307
2026,conv1/kernel,4,513,"[1, 2, 1, 1]",-0.0009137345477938652,-0.000996992690488696,8.32581426948309e-05
2026,conv1/kernel,5,598,"[2, 0, 0, 22]",0.0009287409484386444,0.0009974557906389236,6.871484220027924e-05
2026,conv1/kernel,6,737,"[2, 1, 2, 1]",-0.000936438562348485,-0.0009978663874790072,6.142782513052225e-05
2026,conv1/kernel,7,721,"[2, 1, 1, 17]",0.0009555593132972717,0.0009985417127609253,4.2982399463653564e-05
2026,conv1/kernel,8,820,"[2, 2, 1, 20]",-0.0009709522128105164,-0.000999055802822113,2.810359001159668e-05
2026,conv1/kernel,9,335,"[1, 0, 1, 15]",0.0009758099913597107,0.0009992420673370361,2.343207597732544e-05
2026,conv1/kernel,10,377,"[1, 0, 2, 25]",-0.0009840689599514008,-0.0009994879364967346,1.5418976545333862e-05
2026,bn1/gamma,1,19,[19],0.0009902715682983398,0.0009996891021728516,9.417533874511719e-06
2026,bn1/gamma,2,15,[15],0.0009918212890625,0.0009996891021728516,7.867813110351562e-06
2026,bn1/gamma,3,5,[5],0.0009944438934326172,0.0009998083114624023,5.364418029785156e-06
2026,bn1/gamma,4,1,[1],-0.0009975433349609375,-0.0009999275207519531,2.384185791015625e-06
2026,bn1/gamma,5,6,[6],0.0009986162185668945,0.0009999275207519531,1.3113021850585938e-06
2026,bn1/gamma,6,7,[7],-0.0009992122650146484,-0.0009999871253967285,7.748603820800781e-07
2026,bn1/gamma,7,3,[3],0.0009992122650146484,0.0009999275207519531,7.152557373046875e-07
2026,bn1/gamma,8,11,[11],-0.0009993314743041992,-0.0009999871253967285,6.556510925292969e-07
2026,bn1/gamma,9,12,[12],-0.0009993314743041992,-0.0009999871253967285,6.556510925292969e-07
2026,bn1/gamma,10,10,[10],0.0009993314743041992,0.0009999275207519531,5.960464477539062e-07
2026,bn1/beta,1,18,[18],-0.0009818322723731399,-0.0009994152933359146,1.7583020962774754e-05
2026,bn1/beta,2,15,[15],-0.0009931327076628804,-0.0009997814195230603,6.648711860179901e-06
2026,bn1/beta,3,22,[22],-0.000995163107290864,-0.0009998463792726398,4.683271981775761e-06
2026,bn1/beta,4,6,[6],-0.000997406430542469,-0.0009999179746955633,2.5115441530942917e-06
2026,bn1/beta,5,11,[11],0.0009980096947401762,0.000999937066808343,1.9273720681667328e-06
2026,bn1/beta,6,12,[12],-0.0009993023704737425,-0.000999978045001626,6.756745278835297e-07
2026,bn1/beta,7,5,[5],0.0009993071435019374,0.0009999782778322697,6.711343303322792e-07
2026,bn1/beta,8,3,[3],0.0009993304265663028,0.0009999788599088788,6.484333425760269e-07
2026,bn1/beta,9,0,[0],-0.000999336945824325,-0.0009999790927395225,6.421469151973724e-07
2026,bn1/beta,10,2,[2],0.0009993563871830702,0.0009999797912314534,6.234040483832359e-07
2026,conv2/kernel,1,9202,"[1, 1, 15, 50]",-0.00014449656009674072,-0.0008417069911956787,0.000697210431098938
2026,conv2/kernel,2,3965,"[0, 1, 29, 61]",-0.0002481602132320404,-0.0009125173091888428,0.0006643570959568024
2026,conv2/kernel,3,6058,"[0, 2, 30, 42]",-0.00028748437762260437,-0.0009271726012229919,0.0006396882236003876
2026,conv2/kernel,4,14864,"[2, 1, 8, 16]",-0.00030475109815597534,-0.0009322650730609894,0.000627513974905014
2026,conv2/kernel,5,8447,"[1, 1, 3, 63]",0.0003785453736782074,0.0009508505463600159,0.0005723051726818085
2026,conv2/kernel,6,14845,"[2, 1, 7, 61]",0.0005062241107225418,0.0009700711816549301,0.0004638470709323883
2026,conv2/kernel,7,15731,"[2, 1, 21, 51]",0.0005249716341495514,0.0009721033275127411,0.0004471316933631897
2026,conv2/kernel,8,1510,"[0, 0, 23, 38]",0.0005327463150024414,0.0009730532765388489,0.00044030696153640747
2026,conv2/kernel,9,12548,"[2, 0, 4, 4]",-0.000662676990032196,-0.0009841732680797577,0.00032149627804756165
2026,conv2/kernel,10,5315,"[0, 2, 19, 3]",-0.0006752833724021912,-0.0009850338101387024,0.00030975043773651123
2026,bn2/gamma,1,20,[20],0.0009555816650390625,0.0009984970092773438,4.291534423828125e-05
2026,bn2/gamma,2,47,[47],0.0009799003601074219,0.0009993314743041992,1.9431114196777344e-05
