seed,parameter,rank,flat_index,canonical_index,keras_value,pytorch_value,absolute_difference
123,conv1/kernel,1,593,"[2, 0, 0, 17]",0.0008854586631059647,0.0009959153831005096,0.00011045671999454498
123,conv1/kernel,2,333,"[1, 0, 1, 13]",0.0008859597146511078,0.0009960494935512543,0.00011008977890014648
123,conv1/kernel,3,449,"[1, 1, 2, 1]",0.0009693140164017677,0.0009989971294999123,2.968311309814453e-05
123,conv1/kernel,4,519,"[1, 2, 1, 7]",-0.0009749233722686768,-0.0009991899132728577,2.4266541004180908e-05
123,conv1/kernel,5,71,"[0, 0, 2, 7]",0.0009763911366462708,0.0009992346167564392,2.2843480110168457e-05
123,conv1/kernel,6,231,"[0, 2, 1, 7]",-0.0009777750819921494,-0.00099928118288517,2.150610089302063e-05
123,conv1/kernel,7,524,"[1, 2, 1, 12]",0.000988619402050972,0.000999636948108673,1.101754605770111e-05
123,conv1/kernel,8,60,"[0, 0, 1, 28]",0.0009890943765640259,0.000999651849269867,1.0557472705841064e-05
123,conv1/kernel,9,753,"[2, 1, 2, 17]",0.0009904950857162476,0.0009996965527534485,9.201467037200928e-06
123,conv1/kernel,10,160,"[0, 1, 2, 0]",0.000990547239780426,0.0009996965527534485,9.149312973022461e-06
123,bn1/gamma,1,10,[10],0.0009818077087402344,0.00099945068359375,1.7642974853515625e-05
123,bn1/gamma,2,19,[19],-0.0009890198707580566,-0.0009996294975280762,1.0609626770019531e-05
123,bn1/gamma,3,12,[12],0.0009932518005371094,0.0009998083114624023,6.556510925292969e-06
123,bn1/gamma,4,31,[31],0.000995635986328125,0.0009998083114624023,4.172325134277344e-06
123,bn1/gamma,5,30,[30],0.0009975433349609375,0.0009999275207519531,2.384185791015625e-06
123,bn1/gamma,6,21,[21],0.0009979009628295898,0.0009999275207519531,2.0265579223632812e-06
123,bn1/gamma,7,24,[24],-0.0009980201721191406,-0.0009999275207519531,1.9073486328125e-06
123,bn1/gamma,8,23,[23],-0.0009983181953430176,-0.0009999275207519531,1.6093254089355469e-06
123,bn1/gamma,9,5,[5],0.000998377799987793,0.0009999275207519531,1.5497207641601562e-06
123,bn1/gamma,10,20,[20],0.000998377799987793,0.0009999275207519531,1.5497207641601562e-06
123,bn1/beta,1,30,[30],0.000995812239125371,0.0009998672176152468,4.0549784898757935e-06
123,bn1/beta,2,9,[9],-0.0009967461228370667,-0.0009998969035223126,3.1507806852459908e-06
123,bn1/beta,3,14,[14],0.0009969904785975814,0.000999904703348875,2.914224751293659e-06
123,bn1/beta,4,29,[29],0.0009973804699257016,0.0009999171597883105,2.5366898626089096e-06
123,bn1/beta,5,15,[15],0.0009976193541660905,0.0009999246103689075,2.305256202816963e-06
123,bn1/beta,6,19,[19],0.0009977015433833003,0.0009999272879213095,2.2257445380091667e-06
123,bn1/beta,7,26,[26],-0.000998572912067175,-0.0009999549947679043,1.3820827007293701e-06
123,bn1/beta,8,2,[2],0.0009986141230911016,0.0009999563917517662,1.3422686606645584e-06
123,bn1/beta,9,25,[25],-0.000999012845568359,-0.0009999689646065235,9.561190381646156e-07
123,bn1/beta,10,12,[12],0.0009990211110562086,0.0009999691974371672,9.480863809585571e-07
123,conv2/kernel,1,5056,"[0, 2, 15, 0]",0.0001931115984916687,0.0008831024169921875,0.0006899908185005188
123,conv2/kernel,2,3033,"[0, 1, 15, 25]",-0.00027740001678466797,-0.0009259730577468872,0.0006485730409622192
123,conv2/kernel,3,18172,"[2, 2, 27, 60]",0.0002616867423057556,0.0009005218744277954,0.0006388351321220398
123,conv2/kernel,4,5993,"[0, 2, 29, 41]",0.00032736361026763916,0.0009362399578094482,0.0006088763475418091
123,conv2/kernel,5,118,"[0, 0, 1, 54]",0.00040375441312789917,0.0009558349847793579,0.0005520805716514587
123,conv2/kernel,6,2252,"[0, 1, 3, 12]",-0.0004139132797718048,-0.0009592995047569275,0.0005453862249851227
123,conv2/kernel,7,3431,"[0, 1, 21, 39]",-0.0005354825407266617,-0.0009739100933074951,0.00043842755258083344
123,conv2/kernel,8,6412,"[1, 0, 4, 12]",0.0005453526973724365,0.0009741410613059998,0.00042878836393356323
123,conv2/kernel,9,9819,"[1, 1, 25, 27]",-0.0005820915102958679,-0.0009777657687664032,0.0003956742584705353
123,conv2/kernel,10,7802,"[1, 0, 25, 58]",0.0006142118945717812,0.0009805066511034966,0.0003662947565317154
123,bn2/gamma,1,34,[34],0.0009938478469848633,0.0009998083114624023,5.9604644775390625e-06
123,bn2/gamma,2,59,[59],-0.0009959936141967773,-0.0009998679161071777,3.874301910400391e-06
123,bn2/gamma,3,40,[40],-0.0009962916374206543,-0.0009998679161071777,3.5762786865234375e-06
123,bn2/gamma,4,42,[42],0.0009968280792236328,0.0009999275207519531,3.0994415283203125e-06
123,bn2/gamma,5,2,[2],-0.000997781753540039,-0.0009999275207519531,2.1457672119140625e-06
123,bn2/gamma,6,21,[21],-0.000997781753540039,-0.0009999275207519531,2.1457672119140625e-06
123,bn2/gamma,7,38,[38],-0.0009979009628295898,-0.0009999275207519531,2.0265579223632812e-06
123,bn2/gamma,8,43,[43],0.0009979009628295898,0.0009999275207519531,2.0265579223632812e-06
123,bn2/gamma,9,16,[16],-0.0009979605674743652,-0.0009999275207519531,1.9669532775878906e-06
123,bn2/gamma,10,0,[0],0.0009981393814086914,0.0009999275207519531,1.7881393432617188e-06
123,bn2/beta,1,43,[43],0.0009734596824273467,0.000999138574115932,2.567889168858528e-05
123,bn2/beta,2,52,[52],-0.000982502824626863,-0.00099943729583174,1.69344712048769e-05
123,bn2/beta,3,31,[31],0.0009888997301459312,0.000999645097181201,1.0745367035269737e-05
123,bn2/beta,4,59,[59],-0.000992191955447197,-0.000999751384370029,7.559428922832012e-06
123,bn2/beta,5,37,[37],0.0009933948749676347,0.0009997898014262319,6.394926458597183e-06
123,bn2/beta,6,21,[21],0.0009945962810888886,0.0009998283348977566,5.232053808867931e-06
123,bn2/beta,7,61,[61],-0.0009946739301085472,-0.0009998308960348368,5.156965926289558e-06
123,bn2/beta,8,16,[16],-0.0009960400639101863,-0.0009998744353652,3.834371455013752e-06
123,bn2/beta,9,42,[42],-0.0009964329656213522,-0.0009998870082199574,3.454042598605156e-06
123,bn2/beta,10,0,[0],-0.0009964524069800973,-0.0009998875902965665,3.4351833164691925e-06
123,conv3/kernel,1,33157,"[1, 1, 3, 5]",0.00013405084609985352,0.0008462294936180115,0.000712178647518158
123,conv3/kernel,2,26381,"[1, 0, 14, 13]",-0.000125885009765625,-0.000830821692943573,0.000704936683177948
123,conv3/kernel,3,6530,"[0, 0, 51, 2]",-0.0001024911180138588,-0.0007992535829544067,0.0006967624649405479
123,conv3/kernel,4,37997,"[1, 1, 40, 109]",-0.0001727379858493805,-0.0008679255843162537,0.0006951875984668732
123,conv3/kernel,5,67016,"[2, 2, 11, 72]",0.00019262917339801788,0.0008861320093274117,0.0006935028359293938
123,conv3/kernel,6,46681,"[1, 2, 44, 89]",-0.00016245804727077484,-0.0008510500192642212,0.0006885919719934464
123,conv3/kernel,7,64861,"[2, 1, 58, 93]",-0.0001292191445827484,-0.0008123628795146942,0.0006831437349319458
123,conv3/kernel,8,59571,"[2, 1, 17, 51]",0.00022408366203308105,0.0009027943015098572,0.0006787106394767761
123,conv3/kernel,9,18412,"[0, 2, 15, 108]",0.00023705139756202698,0.0009139552712440491,0.0006769038736820221
123,conv3/kernel,10,5013,"[0, 0, 39, 21]",-0.0002444908022880554,-0.000914350152015686,0.0006698593497276306
123,bn3/gamma,1,12,[12],0.000844120979309082,0.0009942054748535156,0.0001500844955444336
123,bn3/gamma,2,56,[56],-0.0008932948112487793,-0.000996232032775879,0.00010293722152709961
123,bn3/gamma,3,78,[78],0.0009239912033081055,0.0009974241256713867,7.343292236328125e-05
123,bn3/gamma,4,121,[121],0.0009636878967285156,0.000998854637145996,3.516674041748047e-05
123,bn3/gamma,5,49,[49],-0.0009816288948059082,-0.0009993910789489746,1.7762184143066406e-05
123,bn3/gamma,6,99,[99],-0.0009853243827819824,-0.0009995102882385254,1.4185905456542969e-05
123,bn3/gamma,7,124,[124],0.0009859800338745117,0.0009995698928833008,1.3589859008789062e-05
123,bn3/gamma,8,68,[68],-0.0009891390800476074,-0.0009996294975280762,1.049041748046875e-05
123,bn3/gamma,9,119,[119],0.000990748405456543,0.0009996891021728516,8.940696716308594e-06
123,bn3/gamma,10,29,[29],-0.0009917020797729492,-0.000999748706817627,8.046627044677734e-06
123,bn3/beta,1,117,[117],-0.0008635201375000179,-0.000995044014416635,0.00013152387691661716
123,bn3/beta,2,45,[45],0.0009597783791832626,0.0009986762888729572,3.889790968969464e-05
123,bn3/beta,3,82,[82],-0.0009670151048339903,-0.0009989225072786212,3.190740244463086e-05
123,bn3/beta,4,51,[51],0.0009716024505905807,0.0009990769904106855,2.7474539820104837e-05
123,bn3/beta,5,61,[61],-0.0009725200361572206,-0.000999106909148395,2.658687299117446e-05
123,bn3/beta,6,14,[14],0.0009776545921340585,0.0009992776904255152,2.16230982914567e-05
123,bn3/beta,7,111,[111],-0.000983680714853108,-0.0009994758293032646,1.579511445015669e-05
123,bn3/beta,8,116,[116],-0.0009858040139079094,-0.0009995449800044298,1.3740966096520424e-05
123,bn3/beta,9,17,[17],-0.000987848499789834,-0.0009996113367378712,1.1762836948037148e-05
123,bn3/beta,10,99,[99],0.00098990963306278,0.0009996778098866343,9.768176823854446e-06
123,conv4/kernel,1,136723,"[1, 1, 22, 19]",-0.00014249607920646667,-0.0008427035063505173,0.0007002074271440506
123,conv4/kernel,2,197986,"[2, 0, 5, 98]",0.00014962442219257355,0.0008482877165079117,0.0006986632943153381
123,conv4/kernel,3,229127,"[2, 0, 127, 7]",-0.00015872344374656677,-0.0008565671741962433,0.0006978437304496765
123,conv4/kernel,4,176286,"[1, 2, 48, 158]",0.00014407746493816376,0.000841805711388588,0.0006977282464504242
123,conv4/kernel,5,209547,"[2, 0, 50, 139]",-0.0001592244952917099,-0.0008569303900003433,0.0006977058947086334
123,conv4/kernel,6,216642,"[2, 0, 78, 66]",0.00014975666999816895,0.0008474402129650116,0.0006976835429668427
123,conv4/kernel,7,294251,"[2, 2, 125, 107]",0.0001414082944393158,0.00083901546895504,0.0006976071745157242
123,conv4/kernel,8,42887,"[0, 1, 39, 135]",0.00015006214380264282,0.0008470714092254639,0.000697009265422821
123,conv4/kernel,9,207742,"[2, 0, 43, 126]",-0.00014067813754081726,-0.0008375570178031921,0.0006968788802623749
