seed,parameter,rank,flat_index,canonical_index,keras_value,pytorch_value,absolute_difference
123,conv4/kernel,10,254028,"[2, 1, 96, 76]",-0.00014798343181610107,-0.0008448213338851929,0.0006968379020690918
123,bn4/gamma,1,64,[64],-0.0009357333183288574,-0.0009978413581848145,6.210803985595703e-05
123,bn4/gamma,2,57,[57],-0.0009426474571228027,-0.000998079776763916,5.543231964111328e-05
123,bn4/gamma,3,117,[117],0.0009816884994506836,0.00099945068359375,1.7762184143066406e-05
123,bn4/gamma,4,99,[99],0.000987410545349121,0.0009995698928833008,1.2159347534179688e-05
123,bn4/gamma,5,66,[66],0.0009909868240356445,0.0009996891021728516,8.702278137207031e-06
123,bn4/gamma,6,4,[4],-0.0009912848472595215,-0.000999748706817627,8.463859558105469e-06
123,bn4/gamma,7,70,[70],0.0009914636611938477,0.0009996891021728516,8.225440979003906e-06
123,bn4/gamma,8,134,[134],-0.0009918808937072754,-0.000999748706817627,7.867813110351562e-06
123,bn4/gamma,9,54,[54],-0.0009927749633789062,-0.000999748706817627,6.973743438720703e-06
123,bn4/gamma,10,231,[231],-0.0009928345680236816,-0.000999748706817627,6.9141387939453125e-06
123,bn4/beta,1,11,[11],-0.0009056137059815228,-0.000996714923530817,9.110121754929423e-05
123,bn4/beta,2,134,[134],0.0009461028967052698,0.0009982018964365125,5.209899973124266e-05
123,bn4/beta,3,4,[4],-0.0009618814219720662,-0.000998748349957168,3.686692798510194e-05
123,bn4/beta,4,36,[36],-0.000973487040027976,-0.0009991396218538284,2.5652581825852394e-05
123,bn4/beta,5,15,[15],0.000975458649918437,0.000999205163680017,2.374651376157999e-05
123,bn4/beta,6,105,[105],0.000981713179498911,0.0009994114516302943,1.769827213138342e-05
123,bn4/beta,7,232,[232],-0.0009908700594678521,-0.000999709009192884,8.838949725031853e-06
123,bn4/beta,8,98,[98],-0.0009915705304592848,-0.0009997313609346747,8.160830475389957e-06
123,bn4/beta,9,56,[56],-0.0009936648420989513,-0.0009997986489906907,6.1338068917393684e-06
123,bn4/beta,10,236,[236],-0.0009936678688973188,-0.0009997987654060125,6.130896508693695e-06
123,fc128/kernel,1,32157,"[251, 29]",-0.0001534298062324524,-0.0008515194058418274,0.000698089599609375
123,fc128/kernel,2,31133,"[243, 29]",0.00029265880584716797,0.0009289905428886414,0.0006363317370414734
123,fc128/kernel,3,10079,"[78, 95]",-0.0007068067789077759,-0.0009870454668998718,0.00028023868799209595
123,fc128/kernel,4,8733,"[68, 29]",-0.0007757171988487244,-0.0009909402579069138,0.0002152230590581894
123,fc128/kernel,5,30040,"[234, 88]",-0.0007761837914586067,-0.0009909644722938538,0.00021478068083524704
123,fc128/kernel,6,18114,"[141, 66]",-0.000778689980506897,-0.0009910911321640015,0.0002124011516571045
123,fc128/kernel,7,21378,"[167, 2]",-0.0007859990000724792,-0.0009914599359035492,0.00020546093583106995
123,fc128/kernel,8,9213,"[71, 125]",-0.0007869675755500793,-0.0009915083646774292,0.00020454078912734985
123,fc128/kernel,9,23709,"[185, 29]",0.0008004382252693176,0.0009921789169311523,0.00019174069166183472
123,fc128/kernel,10,22685,"[177, 29]",0.0008032908663153648,0.0009923158213496208,0.00018902495503425598
123,fc128/bias,1,2,[2],-0.0009582857601344585,-0.0009986254153773189,4.033965524286032e-05
123,fc128/bias,2,54,[54],-0.0009819307597354054,-0.0009994185529649258,1.748779322952032e-05
123,fc128/bias,3,125,[125],0.0009910700609907508,0.0009997152956202626,8.645234629511833e-06
123,fc128/bias,4,9,[9],-0.0009952107211574912,-0.0009998480090871453,4.637287929654121e-06
123,fc128/bias,5,29,[29],-0.0009952171240001917,-0.000999848241917789,4.631117917597294e-06
123,fc128/bias,6,121,[121],-0.000996544142253697,-0.0009998903842642903,3.3462420105934143e-06
123,fc128/bias,7,100,[100],0.0009976193541660905,0.0009999246103689075,2.305256202816963e-06
123,fc128/bias,8,55,[55],0.0009976776782423258,0.0009999264730140567,2.2487947717309e-06
123,fc128/bias,9,48,[48],-0.00099844578653574,-0.0009999509202316403,1.5051336959004402e-06
123,fc128/bias,10,33,[33],0.0009986150544136763,0.0009999562753364444,1.341220922768116e-06
123,logits/kernel,1,511,"[63, 7]",-0.0005967170000076294,-0.0009790807962417603,0.00038236379623413086
123,logits/kernel,2,191,"[23, 7]",-0.0008068382740020752,-0.0009924918413162231,0.00018565356731414795
123,logits/kernel,3,741,"[92, 5]",-0.0008199736475944519,-0.000993102788925171,0.000173129141330719
123,logits/kernel,4,504,"[63, 0]",-0.0008346885442733765,-0.000993773341178894,0.00015908479690551758
123,logits/kernel,5,79,"[9, 7]",-0.0008452087640762329,-0.0009942352771759033,0.0001490265130996704
123,logits/kernel,6,184,"[23, 0]",-0.0008751675486564636,-0.0009955093264579773,0.00012034177780151367
123,logits/kernel,7,509,"[63, 5]",-0.0008879899978637695,-0.000996023416519165,0.00010803341865539551
123,logits/kernel,8,784,"[98, 0]",-0.0008911564946174622,-0.000996151939034462,0.00010499544441699982
123,logits/kernel,9,271,"[33, 7]",-0.0008930191397666931,-0.000996224582195282,0.00010320544242858887
123,logits/kernel,10,189,"[23, 5]",-0.0008977055549621582,-0.000996410846710205,9.870529174804688e-05
123,logits/bias,1,7,[7],0.0009999325266107917,0.0009999979520216584,6.542541086673737e-08
123,logits/bias,2,5,[5],0.0009999475441873074,0.0009999984176829457,5.0873495638370514e-08
123,logits/bias,3,1,[1],-0.0009999537141993642,-0.0009999987669289112,4.505272954702377e-08
123,logits/bias,4,0,[0],0.0009999541798606515,0.0009999986505135894,4.44706529378891e-08
123,logits/bias,5,4,[4],-0.0009999643079936504,-0.0009999989997595549,3.4691765904426575e-08
123,logits/bias,6,3,[3],-0.0009999655885621905,-0.0009999989997595549,3.341119736433029e-08
123,logits/bias,7,6,[6],-0.0009999701287597418,-0.0009999992325901985,2.9103830456733704e-08
123,logits/bias,8,2,[2],0.000999980024062097,0.0009999994654208422,1.9441358745098114e-08
