state,shape,keras_mean,pytorch_mean,keras_std,pytorch_std,mean_abs_diff,max_abs_diff,mse,rmse,cosine_similarity
bn1/mean,[32],-5.362615377180191e-05,-5.3626165936293546e-05,0.0015994759981158425,0.0015994760049880675,2.148681232938543e-11,2.3283064365386963e-10,3.1039952486052363e-21,5.5713510467437216e-11,0.9999999999999993
bn1/variance,[32],0.9900878295302391,0.9900878295302391,0.00011758194216474498,0.00011758194216474498,0.0,0.0,0.0,0.0,1.0
bn2/mean,[64],0.000698915476334605,0.0006989155204450981,0.002947943503743962,0.002947943504045855,2.1373125491663814e-10,9.313225746154785e-10,8.32193327065099e-20,2.884776121408902e-10,0.9999999999999956
bn2/variance,[64],0.9917564149945974,0.9917564252391458,0.0009853107490580524,0.000985320537357156,1.0244548320770264e-08,5.960464477539063e-08,6.106226635438361e-16,2.47107803102985e-08,0.9999999999999997
bn3/mean,[128],-3.347794732633247e-05,-3.347794430652584e-05,0.004406212127367698,0.004406212021038652,2.2527757437273976e-10,9.313225746154785e-10,1.2654540529316092e-19,3.5573221008668997e-10,0.9999999999999972
bn3/variance,[128],0.9932275163009763,0.9932276117615402,0.001259334639682522,0.0012593656583021616,9.546056389808655e-08,2.384185791015625e-07,1.074140776324839e-14,1.0364076303872135e-07,0.9999999999999991
bn4/mean,[256],0.0005345119830364453,0.0005345119735453707,0.0042791971320469396,0.0042791971780402034,3.2946623207408265e-10,2.7939677238464355e-09,2.28162831830732e-19,4.776639318922165e-10,0.9999999999999938
bn4/variance,[256],0.993341026827693,0.99334143451415,0.0008677550377105597,0.0008678597955775312,4.076864570379257e-07,8.344650268554688e-07,1.77788339605911e-13,4.2164954595719775e-07,0.9999999999999941
