seed,parameter,m_shape,m_num_elements,m_keras_mean,m_pytorch_mean,m_keras_std,m_pytorch_std,m_keras_norm,m_pytorch_norm,m_norm_ratio,m_mean_abs_diff,m_median_abs_diff,m_max_abs_diff,m_mse,m_rmse,m_l2_norm_difference,m_relative_l2_error,m_cosine_similarity,m_sign_mismatch_ratio,m_nonzero_difference_ratio,m_p50_abs_diff,m_p90_abs_diff,m_p95_abs_diff,m_p99_abs_diff,m_p99_9_abs_diff,v_shape,v_num_elements,v_keras_mean,v_pytorch_mean,v_keras_std,v_pytorch_std,v_keras_norm,v_pytorch_norm,v_norm_ratio,v_mean_abs_diff,v_median_abs_diff,v_max_abs_diff,v_mse,v_rmse,v_l2_norm_difference,v_relative_l2_error,v_cosine_similarity,v_sign_mismatch_ratio,v_nonzero_difference_ratio,v_p50_abs_diff,v_p90_abs_diff,v_p95_abs_diff,v_p99_abs_diff,v_p99_9_abs_diff
123,conv1/kernel,"[3, 3, 3, 32]",864,-0.0010970418920448065,-0.0010971186147735858,0.005901494910797063,0.005901579598589919,0.17643952968123683,0.1764423892253684,1.000016206935808,1.701053820271328e-07,4.912726581096649e-08,4.7674402594566345e-06,3.0008295694440955e-13,5.477982812536103e-07,1.6101915252539675e-05,9.12587690703555e-05,0.9999999959671813,0.0,0.9988425925925926,4.912726581096649e-08,2.606306225061419e-07,4.3759937398135655e-07,2.7120939921587827e-06,4.7489544376730934e-06,"[3, 3, 3, 32]",864,3.6031143645071244e-06,3.6032311637123824e-06,7.768297862216817e-06,7.768425892429797e-06,0.00025170648872657557,0.00025171134725085004,1.0000193023401942,2.599441335326829e-10,1.546851535749738e-11,1.5159457689151168e-08,1.8139190311494266e-18,1.34681811361053e-09,3.9588205856202985e-08,0.00015727620660959017,0.9999999878181454,0.0,0.9988425925925926,1.546851535749738e-11,4.4610715121962233e-10,9.426571523363233e-10,4.790827006218065e-09,1.397897722199567e-08
123,bn1/gamma,[32],32,-1.478127956033859e-06,-1.4780844708184304e-06,0.0011472352668338058,0.0011472329014235443,0.0064897480809769205,0.006489734699890002,0.9999979381192072,9.153779956250219e-09,5.471520125865936e-09,3.202876541763544e-08,1.6229625874608604e-16,1.273955488806756e-08,7.20658052052064e-08,1.1104561272023693e-05,0.99999999994047,0.0,1.0,5.471520125865936e-09,2.5829649530351172e-08,2.8789509087800978e-08,3.16994555760175e-08,3.1995834433473654e-08,[32],32,1.3161509610350262e-07,1.31614557594595e-07,2.3836918680525193e-07,2.3836691853977815e-07,1.5403106464921295e-06,1.540297941308449e-06,0.9999917515445931,1.6564089509729651e-12,7.567280135845067e-13,1.9667822925839573e-11,1.4739991818645338e-23,3.839269698607449e-12,2.1718189109514883e-11,1.409987599512827e-05,0.9999999999346149,0.0,1.0,7.567280135845067e-13,3.320010932839068e-12,4.530420483206398e-12,1.522721504443327e-11,1.9223762137699008e-11
123,bn1/beta,[32],32,0.0002018251943809446,0.0002018185102770076,0.0009978617828072486,0.000997852750323525,0.005759059775134594,0.005759002198071895,0.9999900023502191,1.961984708032105e-08,1.3445969671010971e-08,1.7229467630386353e-07,1.2373422369925357e-15,3.517587578145761e-08,1.9898480239395455e-07,3.4551612617930175e-05,0.9999999994530641,0.0,1.0,1.3445969671010971e-08,2.8619251679629088e-08,3.640307113528251e-08,1.3227225281298177e-07,1.6829243395477595e-07,[32],32,1.0364615379496178e-07,1.0364408640009537e-07,1.4815681469749334e-07,1.481484119179115e-07,1.022826936489981e-06,1.0227812841386509e-06,0.9999553664948571,4.945564791025703e-12,1.2856382625159313e-12,8.168399290298112e-11,2.244687869577791e-22,1.4982282434855483e-11,8.475258805870728e-11,8.28611224784042e-05,0.9999999975629834,0.0,1.0,1.2856382625159313e-12,8.358824743481821e-12,1.1701217772497328e-11,6.030916210875157e-11,7.954650982355849e-11
123,conv2/kernel,"[3, 3, 32, 64]",18432,-9.201447972871723e-06,-9.201417884608438e-06,0.0010252272213333155,0.0010252261949725348,0.13919506895592468,0.13919492958151547,0.9999989987115905,7.79373016394142e-09,5.413312464952469e-09,2.87545844912529e-07,1.3882573462217148e-16,1.1782433306502162e-08,1.5996361900619356e-06,1.1492046392594921e-05,0.9999999999344671,0.0,0.9970160590277778,5.413312464952469e-09,1.7329875845462105e-08,2.2409949451684952e-08,3.42843122780323e-08,9.900529403240257e-08,"[3, 3, 32, 64]",18432,1.0511755363495365e-07,1.0511734320253566e-07,1.859396617231599e-07,1.8593973935923926e-07,2.8998756685699873e-05,2.8998751801334534e-05,0.9999998315663877,1.3385911150247989e-12,4.902744876744691e-13,3.1093350116861984e-11,6.642416133187817e-24,2.577288523465663e-12,3.4990429286723215e-10,1.2066182583606425e-05,0.9999999999272169,0.0,0.9973958333333334,4.902744876744691e-13,3.694822225952521e-12,5.5422333389287814e-12,1.0345502232667059e-11,1.9025890196645004e-11
123,bn2/gamma,[64],64,4.537599807008519e-08,4.545768206298817e-08,0.0007477973688128772,0.0007477977213211428,0.0059823789615165955,0.005982381781622404,1.0000004714020672,5.272283942758804e-09,4.016328603029251e-09,2.0954757928848267e-08,4.860967504915459e-17,6.972063901683245e-09,5.577651121346596e-08,9.32346233481935e-06,0.9999999999566476,0.0,0.96875,4.016328603029251e-09,1.148582668974996e-08,1.5010300558060404e-08,1.7911079339683045e-08,2.065039006993177e-08,[64],64,5.5920092062108906e-08,5.592014418577887e-08,8.445724782679527e-08,8.445705804284095e-08,8.103365584925393e-07,8.103355227661235e-07,0.9999987218564867,6.022253008775014e-13,3.7991831902672857e-13,4.128253294766182e-12,8.654062048044128e-25,9.302721133111605e-13,7.442176906489284e-12,9.184056708898693e-06,0.9999999999586434,0.0,0.96875,3.7991831902672857e-13,1.408828609328339e-12,1.8943069335364256e-12,3.02481595326753e-12,4.0179095606163255e-12
123,bn2/beta,[64],64,-3.0205253452209035e-05,-3.020523369912098e-05,0.0005390199060417813,0.0005390198365686932,0.0043189244323680615,0.004318923868612526,0.9999998694685346,4.529027819444309e-09,3.2741809263825417e-09,1.4391844160854816e-08,3.560551947366078e-17,5.96703607108762e-09,4.773628856870096e-08,1.1052818662661159e-05,0.9999999999389259,0.0,1.0,3.2741809263825417e-09,9.901123121380807e-09,1.3223325368016946e-08,1.4199322322383523e-08,1.4372591977007689e-08,[64],64,2.9145482183885654e-08,2.9145475248027516e-08,4.682364670254936e-08,4.682367924238863e-08,4.4122832346122897e-07,4.412285151421639e-07,1.0000004344257265,3.311215234294562e-13,1.7719159473017498e-13,2.1387336346379016e-12,2.7634775325777747e-25,5.256878857818368e-13,4.205503086254694e-12,9.531349271249344e-06,0.999999999954671,0.0,1.0,1.7719159473017498e-13,8.64019966684282e-13,1.1887379969266457e-12,1.749285161167789e-12,2.0997887872908933e-12
123,conv3/kernel,"[3, 3, 64, 128]",73728,-2.4271676958778736e-05,-2.427155738536312e-05,0.0006068593826920553,0.0006068591774631602,0.16491166570504012,0.16491160872643834,0.9999996544901688,4.054474274963699e-09,3.026798367500305e-09,3.67872416973114e-08,3.0542690401700677e-17,5.52654416445763e-09,1.500617032402534e-06,9.099520194566026e-06,0.9999999999586521,0.0,0.9952256944444444,3.026798367500305e-09,8.905772119760513e-09,1.1408701539039612e-08,1.7543716239742846e-08,2.5997665943577916e-08,"[3, 3, 64, 128]",73728,3.6886742929538425e-08,3.6886717459592504e-08,7.417516173459891e-08,7.4175114093195e-08,2.249366070126455e-05,2.2493646038984146e-05,0.9999993481594394,3.7394000518983054e-13,1.6975310046518644e-13,1.3642420526593924e-11,4.864470001595232e-25,6.974575257028368e-13,1.8937994726940158e-10,8.419258642891996e-06,0.9999999999647665,0.0,0.9960394965277778,1.6975310046518644e-13,9.414691248821327e-13,1.4210854715202004e-12,2.8421709430404007e-12,5.3859139370615594e-12
123,bn3/gamma,[128],128,1.2462603642404702e-06,1.2462357039666472e-06,0.0004084176315573103,0.0004084171114608078,0.004620739541595872,0.004620733656551709,0.9999987263847897,2.644701346810052e-09,1.949956640601158e-09,1.7316779121756554e-08,1.3362133945254606e-17,3.6554252755670722e-09,4.13564160075869e-08,8.950172507083914e-06,0.9999999999607583,0.0,0.9921875,1.949956640601158e-09,4.973844625055789e-09,6.724076229147612e-09,1.0291878425050531e-08,1.6454181604785972e-08,[128],128,1.6680651532548878e-08,1.6680609212842704e-08,3.866271459797087e-08,3.8662671176280895e-08,4.763930660297364e-07,4.763924252894767e-07,0.999998655017662,1.6220831161213047e-13,8.036626919505352e-14,2.2737367544323206e-12,9.271686564700435e-26,3.044944427194105e-13,3.4449613644882226e-12,7.231342372798492e-06,0.9999999999747582,0.0,0.9921875,8.036626919505352e-14,4.3050008002865064e-13,5.131894909027319e-13,9.270184619936121e-13,2.1057795507317928e-12
123,bn3/beta,[128],128,3.550972822630172e-05,3.550967814902606e-05,0.00028352235490455987,0.0002835219769959059,0.0032327497453026924,0.003232745432490013,0.9999986658996151,2.5336550635302046e-09,2.086835593217984e-09,1.0317307896912098e-08,1.1724007832300349e-17,3.4240338538484617e-09,3.8738520913096884e-08,1.198314870162326e-05,0.9999999999290919,0.0,0.984375,2.086835593217984e-09,5.820766091346741e-09,6.692789611406621e-09,9.427167242392902e-09,1.0239687981084002e-08,[128],128,8.164586710053798e-09,8.164564808014137e-09,1.2647953331411724e-08,1.2647921504360302e-08,1.703196804579646e-07,1.7031924354354238e-07,0.9999974347390681,1.0487901262992076e-13,4.9155124415278806e-14,9.450218385609332e-13,3.0485373094421105e-26,1.7460061023496197e-13,1.975380407943215e-12,1.1598074882665979e-05,0.9999999999360325,0.0,0.984375,4.9155124415278806e-14,2.7200464103316335e-13,3.5820235666506016e-13,5.394173996364775e-13,8.97195207016928e-13
123,conv4/kernel,"[3, 3, 128, 256]",294912,-1.647540719296398e-06,-1.6475587230400975e-06,0.00035750710897253593,0.0003575071063761317,0.1941491600135024,0.19414915864857613,0.9999999929697029,4.5738843916717123e-10,2.3283064365386963e-10,2.363522071391344e-07,8.399161357183513e-18,2.898130665995499e-09,1.573853066257998e-06,8.106411926523617e-06,0.9999999999671192,0.0,0.9710422092013888,2.3283064365386963e-10,7.712515071034431e-10,1.0477378964424133e-09,1.775333657860756e-09,4.273546801415979e-08,"[3, 3, 128, 256]",294912,1.2781404898198552e-08,1.2781404727644011e-08,2.4993088075325157e-08,2.499308723550553e-08,1.5244546216569344e-05,1.524454576834367e-05,0.9999999705976376,2.941637268629906e-14,7.771561172376096e-15,2.3220536604640074e-11,4.6004328916550664e-26,2.1448619749660038e-13,1.1647844714554606e-10,7.640663453723883e-06,0.9999999999707934,0.0,0.9761691623263888,7.771561172376096e-15,5.684341886080802e-14,9.592326932761353e-14,2.4868995751603507e-13,2.0868471395383755e-12
