seed,parameter,layer,shape,num_elements,keras_mean,pytorch_mean,keras_std,pytorch_std,keras_norm,pytorch_norm,norm_ratio,mean_abs_diff,median_abs_diff,max_abs_diff,mse,rmse,l2_norm_difference,relative_l2_error,cosine_similarity,sign_mismatch_ratio,nonzero_difference_ratio,p50_abs_diff,p90_abs_diff,p95_abs_diff,p99_abs_diff,p99_9_abs_diff
2026,conv1/kernel,conv1,"[3, 3, 3, 32]",864,2.0018441891470166e-05,1.865836222552591e-05,0.000997805564117239,0.0009996450997663364,0.02933527591611179,0.029388562901444645,1.0018164814772916,2.8834396356682257e-06,2.1606683731079102e-07,0.0012096837162971497,1.8132150725273133e-09,4.2581863187597996e-05,0.0012516460452794147,0.04258956279954362,0.9990930639499395,0.0011574074074074073,1.0,2.1606683731079102e-07,1.7771497368812564e-06,3.4462660551071147e-06,1.8383823335170783e-05,0.00034564033150678646
2026,bn1/gamma,bn1,[32],32,6.181374192237854e-05,6.247684359550476e-05,0.000996916546369192,0.000998007389650242,0.0056502418755026715,0.0056566339270832005,1.0011312881326802,1.1324882507324219e-06,3.5762786865234375e-07,9.417533874511719e-06,5.980549389050793e-12,2.4455161804925344e-06,1.3833928597821566e-05,0.00244561143184228,0.9999976452925555,0.0,1.0,3.5762786865234375e-07,2.276897430419924e-06,6.490945816040038e-06,8.937120437622072e-06,9.369492530822762e-06
2026,bn1/beta,bn1,[32],32,-0.00018652529979590327,-0.00018746879868558608,0.000981028481655772,0.0009822251575302165,0.005648953373597714,0.005656601978052549,1.0013539861190186,1.3576172932516783e-06,3.7997961044311523e-07,1.7583020962774754e-05,1.2185193298897213e-11,3.4907296227145997e-06,1.9746548700082017e-05,0.003490885301228202,0.9999948140096464,0.0,1.0,3.7997961044311523e-07,2.453126944601537e-06,5.567719927057623e-06,1.4193385140970363e-05,1.7244057380594365e-05
2026,conv2/kernel,conv2,"[3, 3, 32, 64]",18432,6.722028120344071e-05,6.718030253220301e-05,0.0009953713974866132,0.0009976396436382525,0.13544390830041664,0.13575079258413117,1.0022657666008417,2.3991474588708825e-06,5.848705768585205e-07,0.000697210431098938,2.402604513793341e-10,1.5500337137602334e-05,0.0021043955521298477,0.015501902508787597,0.9998821343136841,0.0,1.0,5.848705768585205e-07,3.2633543014526367e-06,6.517209112644198e-06,3.0505685717798373e-05,0.00018098343908790038
2026,bn2/gamma,bn2,[64],64,-6.285309791564941e-05,-6.251223385334015e-05,0.0009953281155420898,0.000997954803719006,0.007978485348009004,0.007999286246748467,1.0026071237624887,2.6207417249679565e-06,6.854534149169922e-07,4.291534423828125e-05,4.533429187603133e-11,6.733074474267408e-06,5.386459579413926e-05,0.006733675247092705,0.9999806594119959,0.0,1.0,6.854534149169922e-07,4.20212745666504e-06,1.3542175292968705e-05,2.812027931213373e-05,4.143583774566661e-05
2026,bn2/beta,bn2,[64],64,6.201678479555994e-05,6.248461613722611e-05,0.0009958334960020105,0.0009979744478746248,0.007982101711628446,0.007999429283100554,1.002170803141592,2.172184395021759e-06,6.925547495484352e-07,1.6294186934828758e-05,1.6392915640032696e-11,4.048816572781817e-06,3.2390532582254536e-05,0.004049105434394198,0.9999941356665427,0.0,1.0,6.925547495484352e-07,6.402248982340102e-06,8.658209117129445e-06,1.6116700135171413e-05,1.6276438254863025e-05
2026,conv3/kernel,conv3,"[3, 3, 64, 128]",73728,-9.033200815306625e-06,-8.98678020809661e-06,0.0009966847178352798,0.0009997988807953714,0.2706399235420313,0.27148536090483183,1.003123845705156,3.3263691716140583e-06,8.298084139823914e-07,0.0007043145596981049,3.614122059763976e-10,1.9010844430913573e-05,0.005161995653061696,0.01901390055013395,0.9998235351250262,0.0,1.0,8.298084139823914e-07,4.499498754739764e-06,9.134970605373361e-06,4.303946159779988e-05,0.0002957265507429844
2026,bn3/gamma,bn3,[128],128,3.152946010231972e-05,3.1250063329935074e-05,0.000996709878155278,0.0009994162781125624,0.011282125689449288,0.011312630609944573,1.0027038273934328,2.7175992727279663e-06,8.344650268554688e-07,5.6803226470947266e-05,4.718381241275438e-11,6.869047416691369e-06,7.771440013815046e-05,0.006869701912642159,0.999979985281743,0.0,1.0,8.344650268554688e-07,5.0783157348632806e-06,9.13143157958984e-06,2.8365254402160667e-05,5.338168144226125e-05
2026,bn3/beta,bn3,[128],128,-9.186677834804868e-05,-9.368796781927813e-05,0.0009919592909901132,0.000995477304283919,0.011270763537269522,0.011312308333328174,1.0036860675784098,3.707819814735558e-06,1.3470416888594627e-06,7.081881631165743e-05,8.034421780516717e-11,8.963493616061048e-06,0.00010141035390462553,0.008964603060354329,0.9999664384298066,0.0,1.0,1.3470416888594627e-06,6.976374424993992e-06,1.3988517457619307e-05,4.2793867178261364e-05,6.800063676200849e-05
2026,conv4/kernel,conv4,"[3, 3, 128, 256]",294912,-2.2021099949457814e-06,-2.2359168754506854e-06,0.000995379818215085,0.0009997763563016216,0.5405503040673216,0.5429379142134039,1.0044169989880996,4.711344248213105e-06,1.2442469596862793e-06,0.0006996896117925644,5.426999264115202e-10,2.3295920810552224e-05,0.01265103634876899,0.0233010736910822,0.9997370429416947,0.0,1.0,1.2442469596862793e-06,6.897374987602234e-06,1.3697892427444458e-05,6.228515412658463e-05,0.0003834786787629352
