seed,parameter,rank,flat_index,canonical_index,keras_value,pytorch_value,absolute_difference
2026,conv1/kernel,1,211,"[0, 2, 0, 19]",-0.029314041137695312,-0.029349613934755325,3.557279706001282e-05
2026,conv1/kernel,2,531,"[1, 2, 1, 19]",-0.07510396838188171,-0.07513889670372009,3.4928321838378906e-05
2026,conv1/kernel,3,499,"[1, 2, 0, 19]",-0.025019556283950806,-0.025054387748241425,3.4831464290618896e-05
2026,conv1/kernel,4,787,"[2, 2, 0, 19]",-0.025837652385234833,-0.025869395583868027,3.174319863319397e-05
2026,conv1/kernel,5,275,"[0, 2, 2, 19]",-0.05945288762450218,-0.05948435515165329,3.146752715110779e-05
2026,conv1/kernel,6,243,"[0, 2, 1, 19]",-0.0803988128900528,-0.0804295688867569,3.075599670410156e-05
2026,conv1/kernel,7,691,"[2, 1, 0, 19]",-0.005433298647403717,-0.005461788736283779,2.8490088880062103e-05
2026,conv1/kernel,8,819,"[2, 2, 1, 19]",-0.07787344604730606,-0.07790140807628632,2.7962028980255127e-05
2026,conv1/kernel,9,563,"[1, 2, 2, 19]",-0.054416052997112274,-0.05444397032260895,2.7917325496673584e-05
2026,conv1/kernel,10,19,"[0, 0, 0, 19]",-0.010003268718719482,-0.010028992779552937,2.5724060833454132e-05
2026,bn1/gamma,1,17,[17],0.01910737343132496,0.019107360392808914,1.30385160446167e-08
2026,bn1/gamma,2,10,[10],-0.004717495292425156,-0.004717507399618626,1.210719347000122e-08
2026,bn1/gamma,3,13,[13],-0.01007795613259077,-0.010077944956719875,1.1175870895385742e-08
2026,bn1/gamma,4,27,[27],-0.006273427978157997,-0.006273437757045031,9.778887033462524e-09
2026,bn1/gamma,5,16,[16],0.02228611521422863,0.022286124527454376,9.313225746154785e-09
2026,bn1/gamma,6,0,[0],-0.0073787071742117405,-0.007378716021776199,8.847564458847046e-09
2026,bn1/gamma,7,14,[14],0.008553963154554367,0.008553970605134964,7.450580596923828e-09
2026,bn1/gamma,8,20,[20],-0.01591065153479576,-0.015910644084215164,7.450580596923828e-09
2026,bn1/gamma,9,3,[3],-0.003944471478462219,-0.0039444779977202415,6.51925802230835e-09
2026,bn1/gamma,10,23,[23],-0.029662208631634712,-0.02966221421957016,5.587935447692871e-09
2026,bn1/beta,1,8,[8],-0.035010434687137604,-0.03501042351126671,1.1175870895385742e-08
2026,bn1/beta,2,31,[31],0.01732444018125534,0.017324429005384445,1.1175870895385742e-08
2026,bn1/beta,3,15,[15],0.0004577622748911381,0.0004577701911330223,7.916241884231567e-09
2026,bn1/beta,4,10,[10],-0.010504740290343761,-0.010504747740924358,7.450580596923828e-09
2026,bn1/beta,5,25,[25],-0.005816434510052204,-0.005816441494971514,6.984919309616089e-09
2026,bn1/beta,6,5,[5],-0.004605219233781099,-0.004605225287377834,6.05359673500061e-09
2026,bn1/beta,7,21,[21],0.008244781754910946,0.008244787342846394,5.587935447692871e-09
2026,bn1/beta,8,19,[19],0.010370546020567417,0.010370541363954544,4.6566128730773926e-09
2026,bn1/beta,9,27,[27],-0.011864510364830494,-0.011864515021443367,4.6566128730773926e-09
2026,bn1/beta,10,22,[22],0.0006515261484310031,0.0006515299901366234,3.841705620288849e-09
2026,conv2/kernel,1,652,"[0, 0, 10, 12]",-0.03863254934549332,-0.03863276541233063,2.1606683731079102e-07
2026,conv2/kernel,2,8674,"[1, 1, 7, 34]",-0.019370028749108315,-0.019369814544916153,2.1420419216156006e-07
2026,conv2/kernel,3,7970,"[1, 0, 28, 34]",0.009830397553741932,0.009830595925450325,1.9837170839309692e-07
2026,conv2/kernel,4,4766,"[0, 2, 10, 30]",-0.022556770592927933,-0.022556573152542114,1.9744038581848145e-07
2026,conv2/kernel,5,15286,"[2, 1, 14, 54]",-0.014035728760063648,-0.01403553131967783,1.9744038581848145e-07
2026,conv2/kernel,6,9627,"[1, 1, 22, 27]",0.004203213378787041,0.00420302152633667,1.9185245037078857e-07
2026,conv2/kernel,7,9223,"[1, 1, 16, 7]",-0.007485377602279186,-0.007485556416213512,1.7881393432617188e-07
2026,conv2/kernel,8,14818,"[2, 1, 7, 34]",-0.014021233655512333,-0.014021055772900581,1.778826117515564e-07
2026,conv2/kernel,9,1679,"[0, 0, 26, 15]",0.0020340841729193926,0.002034261357039213,1.771841198205948e-07
