seed,layer,shape,num_elements,keras_mean,pytorch_mean,keras_std,pytorch_std,keras_norm,pytorch_norm,norm_ratio,mean_abs_diff,median_abs_diff,max_abs_diff,mse,rmse,l2_norm_difference,relative_l2_error,cosine_similarity,sign_mismatch_ratio,nonzero_difference_ratio,p50_abs_diff,p90_abs_diff,p95_abs_diff,p99_abs_diff,p99_9_abs_diff
123,input,"[32, 128, 128, 3]",1572864,0.43867515412269853,0.43867515412269853,0.2483000252159659,0.2483000252159659,632.1764910925552,632.1764910925552,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123,conv1,"[32, 128, 128, 32]",16777216,0.03263152688474355,0.03263152688474355,0.19429497264623596,0.19429497264623596,806.9780421000426,806.9780421000426,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123,bn1,"[32, 128, 128, 32]",16777216,3.6347072018827475e-09,2.2253840669425422e-08,0.8601543850158974,0.8601543873342188,3523.1923610262797,3523.1923705216636,1.000000002695108,6.430814695013303e-08,5.21540641784668e-08,7.152557373046875e-07,9.496864332488921e-15,9.745185648559458e-08,0.00039916280416499577,1.1329577331762145e-07,0.9999999999997089,5.960464477539063e-08,0.6805360317230225,5.21540641784668e-08,1.7881393432617188e-07,2.384185791015625e-07,2.980232238769531e-07,3.5762786865234375e-07
123,relu1,"[32, 128, 128, 32]",16777216,0.3461528046620952,0.34615281522138086,0.49553740841493116,0.49553741838455523,2475.892540025261,2475.892598269742,1.00000002352464,3.290084489822362e-08,0.0,7.152557373046875e-07,4.901388301240256e-15,7.000991573513181e-08,0.00028676061485110005,1.1582110429648703e-07,0.9999999999998145,0.0,0.34593307971954346,0.0,1.1920928955078125e-07,1.7881393432617188e-07,2.384185791015625e-07,3.5762786865234375e-07
123,pool1,"[32, 64, 64, 32]",4194304,0.4018943789082501,0.4018943902920287,0.5376654067072616,0.5376654159908273,1374.7606068053258,1374.7606359921251,1.0000000212304594,3.603929741343836e-08,0.0,7.152557373046875e-07,5.416433028380327e-15,7.359641994268694e-08,0.00015072546804262285,1.0963760824723399e-07,0.9999999999999246,0.0,0.3718578815460205,0.0,1.1920928955078125e-07,1.7881393432617188e-07,2.384185791015625e-07,3.5762786865234375e-07
123,conv2,"[32, 64, 64, 64]",8388608,0.012989824210285402,0.012989819970788213,0.5605206261416198,0.5605206377415306,1623.8770294695396,1623.8770627729643,1.000000020508588,6.400272837495807e-08,5.960464477539063e-08,1.430511474609375e-06,7.65202697398218e-15,8.747586509422001e-08,0.0002533571682233655,1.5601991926083852e-07,0.9999999999998352,1.1920928955078125e-07,0.8341802358627319,5.960464477539063e-08,1.1920928955078125e-07,1.7881393432617188e-07,2.384185791015625e-07,4.76837158203125e-07
123,bn2,"[32, 64, 64, 64]",8388608,2.010197563961924e-10,1.6723475163276519e-09,0.9962414920391889,0.9962414866162719,2885.423573894845,2885.4235581882804,0.9999999945565826,1.5681425664415582e-07,1.1920928955078125e-07,4.291534423828125e-06,4.719141399715419e-14,2.1723584878457375e-07,0.0006291822255816196,2.180554117856352e-07,0.9999999999997861,0.0,0.8593262434005737,1.1920928955078125e-07,3.5762786865234375e-07,4.76837158203125e-07,7.152557373046875e-07,1.0728836059570312e-06
123,relu2,"[32, 64, 64, 64]",8388608,0.38983452358835546,0.3898345230817556,0.5887495266461596,0.5887495230982025,2045.1245573423641,2045.124547964246,0.9999999954144024,8.012857993412053e-08,0.0,4.291534423828125e-06,2.4732281932453922e-14,1.5726500542858834e-07,0.000455488109698638,2.2271900655798885e-07,0.9999999999998503,0.0,0.4316953420639038,0.0,2.384185791015625e-07,3.5762786865234375e-07,5.960464477539062e-07,9.5367431640625e-07
123,pool2,"[32, 32, 32, 64]",2097152,0.5408646145607614,0.5408646125335583,0.7051822305056119,0.7051822248154853,1286.9985518800129,1286.9985435549013,0.9999999935313746,1.0042629923002252e-07,2.9802322387695312e-08,3.337860107421875e-06,3.242401305079007e-14,1.8006669056432973e-07,0.0002607644220699797,2.0261438654228634e-07,0.9999999999999124,0.0,0.5149850845336914,2.9802322387695312e-08,2.980232238769531e-07,3.8743019104003906e-07,6.556510925292969e-07,1.0728836059570312e-06
123,conv3,"[32, 32, 32, 128]",4194304,-0.018930495536068404,-0.01893049540693968,0.6826270254169285,0.6826270254170468,1398.557621445296,1398.5576214382102,0.9999999999949335,1.4240884673930032e-07,1.1920928955078125e-07,2.384185791015625e-06,3.674597636281456e-14,1.916924003783524e-07,0.0003925860359748657,2.807078020633571e-07,0.9999999999998229,0.0,0.8965072631835938,1.1920928955078125e-07,2.980232238769531e-07,3.5762786865234375e-07,5.960464477539062e-07,9.5367431640625e-07
123,bn3,"[32, 32, 32, 128]",4194304,-8.326377365364124e-10,3.1549070131538237e-09,0.9980411699704057,0.9980411726600895,2043.9883160996346,2043.9883216080318,1.000000002694926,2.795574223443415e-07,2.384185791015625e-07,4.827976226806641e-06,1.4316730611156579e-13,3.783745579601855e-07,0.0007749110947024599,3.7911718306336873e-07,0.9999999999997827,0.0,0.9248015880584717,2.384185791015625e-07,5.960464477539062e-07,7.450580596923828e-07,1.1920928955078125e-06,1.9073486328125e-06
123,relu3,"[32, 32, 32, 128]",4194304,0.3791799911568845,0.3791799953621581,0.5863932196261687,0.5863932230892345,1430.135386475891,1430.1353971080794,1.0000000074343929,1.39812548708378e-07,0.0,4.753470420837402e-06,7.073631510067694e-14,2.6596299573564165e-07,0.0005446922152665942,3.808675852426512e-07,0.9999999999998253,0.0,0.46776628494262695,0.0,4.470348358154297e-07,5.960464477539062e-07,9.5367431640625e-07,1.6689300537109375e-06
123,pool3,"[32, 16, 16, 128]",1048576,0.6349792419507567,0.6349792475876536,0.7423297134870497,0.7423297169572478,1000.3028483360399,1000.3028547884226,1.000000006450429,1.9944531069954544e-07,1.1920928955078125e-07,4.291534423828125e-06,1.0567143531939497e-13,3.2507143110306537e-07,0.00033287314544953894,3.3277236374572387e-07,0.9999999999998892,0.0,0.632685661315918,1.1920928955078125e-07,5.289912223815918e-07,7.152557373046875e-07,1.0728836059570312e-06,1.9073486328125e-06
123,conv4,"[32, 16, 16, 256]",2097152,0.009668882732653844,0.009668882988082758,0.7519604440836202,0.751960450083981,1089.0450592059237,1089.0450678994082,1.0000000079826674,2.4792105589310776e-07,2.086162567138672e-07,3.337860107421875e-06,1.0700964849040484e-13,3.2712329249138595e-07,0.00047372512953288586,4.3499129971418447e-07,0.9999999999997938,0.0,0.9292268753051758,2.086162567138672e-07,5.364418029785156e-07,6.556510925292969e-07,9.5367431640625e-07,1.430511474609375e-06
123,bn4,"[32, 16, 16, 256]",2097152,4.236538286850333e-09,-2.7372949487310724e-09,0.998344620885277,0.998344617414582,1445.7574428449568,1445.757437818828,0.9999999965235326,4.485928965332266e-07,3.5762786865234375e-07,6.9141387939453125e-06,3.526691795621251e-13,5.938595621543238e-07,0.0008600005088702388,5.94844254910376e-07,0.9999999999997128,0.0,0.9515886306762695,3.5762786865234375e-07,9.5367431640625e-07,1.1920928955078125e-06,1.7881393432617188e-06,2.6226043701171875e-06
123,relu4,"[32, 16, 16, 256]",2097152,0.385162520648222,0.3851625164556191,0.5888637617330923,0.5888637567120066,1018.9810542120204,1018.9810448033169,0.999999990766557,2.242728163661539e-07,0.0,6.9141387939453125e-06,1.7562560407262762e-13,4.1907708607442093e-07,0.0006068884467775929,5.955836413925288e-07,0.9999999999997405,0.0,0.4776897430419922,0.0,7.152557373046875e-07,9.5367431640625e-07,1.519918441772461e-06,2.384185791015625e-06
123,pool4,"[32, 8, 8, 256]",524288,0.759315596911907,0.7593155896402533,0.75785619060142,0.7578561849168012,776.792314589858,776.7923079554637,0.999999991459243,3.5458785762080766e-07,2.384185791015625e-07,6.9141387939453125e-06,2.847261078500418e-13,5.335973274389985e-07,0.00038636573558285776,4.973861459827351e-07,0.999999999999829,0.0,0.7265834808349609,2.384185791015625e-07,8.940696716308594e-07,1.1324882507324219e-06,1.6689300537109375e-06,2.6226043701171875e-06
123,gap,"[32, 256]",8192,0.7593155963029403,0.7593155894221582,0.27153309888101396,0.27153309839144346,72.98752595574987,72.98752535441943,0.9999999917611888,7.475091479136609e-08,5.960464477539063e-08,5.960464477539062e-07,1.0564664174408413e-14,1.027845522168016e-07,9.302995695836569e-06,1.2746007723945449e-07,0.9999999999999936,0.0,0.7066650390625,5.960464477539063e-08,1.7881393432617188e-07,2.384185791015625e-07,2.384185791015625e-07,4.058480262757007e-07
123,fc128,"[32, 128]",4096,-0.01817262443620038,-0.018172624527618808,0.94830425298416,0.9483042396037934,60.7026150777347,60.702614221660525,0.9999999858972439,1.8233511411835934e-07,1.341104507446289e-07,1.1920928955078125e-06,5.71923586837944e-14,2.3914923935441316e-07,1.5305551318682442e-05,2.521399003829147e-07,0.9999999999999695,0.0,0.89453125,1.341104507446289e-07,3.5762786865234375e-07,4.76837158203125e-07,7.152557373046875e-07,9.5367431640625e-07
123,dense128_relu,"[32, 128]",4096,0.3600305320189605,0.360030527966849,0.5413992241036764,0.5413992213225562,41.6115727334702,41.611572441654275,0.999999992987145,8.983718657873396e-08,0.0,1.1920928955078125e-06,2.6813845870487963e-14,1.637493385345051e-07,1.0479957666208327e-05,2.5185199639855935e-07,0.9999999999999691,0.0,0.459228515625,0.0,2.980232238769531e-07,3.5762786865234375e-07,5.960464477539062e-07,8.288025856018457e-07
123,logits,"[32, 8]",256,-0.05624425847781822,-0.05624425414134748,1.3321694305714935,1.3321694187286643,21.33369951368936,21.333699321445977,0.999999990988746,1.8897117115557194e-07,1.4901161193847656e-07,8.195638656616211e-07,6.223385522197145e-14,2.494671425698612e-07,3.991474281117779e-06,1.870971454602395e-07,0.9999999999999828,0.0,0.78515625,1.4901161193847656e-07,4.3585896492004395e-07,4.76837158203125e-07,6.496906280517565e-07,7.929652929306065e-07
