seed,layer,shape,num_elements,keras_mean,pytorch_mean,keras_std,pytorch_std,keras_norm,pytorch_norm,norm_ratio,mean_abs_diff,median_abs_diff,max_abs_diff,mse,rmse,l2_norm_difference,relative_l2_error,cosine_similarity,sign_mismatch_ratio,nonzero_difference_ratio,p50_abs_diff,p90_abs_diff,p95_abs_diff,p99_abs_diff,p99_9_abs_diff
2026,input,"[32, 128, 128, 3]",1572864,0.455557635814093,0.455557635814093,0.25157186846316676,0.25157186846316676,652.6598349520683,652.6598349520683,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026,conv1,"[32, 128, 128, 32]",16777216,0.06658534254958134,0.06658534254958134,0.22028446799577592,0.22028446799577592,942.6039168830838,942.6039168830838,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026,bn1,"[32, 128, 128, 32]",16777216,7.772929411231644e-09,6.804052686044558e-09,0.8980866687120238,0.8980866588506864,3678.5629950454463,3678.5629546530013,0.9999999890195044,5.4435345288222076e-08,5.21540641784668e-08,9.5367431640625e-07,6.199502620906369e-15,7.873692031636981e-08,0.000322506425615851,8.767185067925326e-08,0.9999999999997295,0.0,0.6900550127029419,5.21540641784668e-08,1.1920928955078125e-07,1.1920928955078125e-07,2.384185791015625e-07,3.5762786865234375e-07
2026,relu1,"[32, 128, 128, 32]",16777216,0.36195881776391836,0.36195881365197624,0.5211778995445778,0.5211778916855292,2599.0744751748894,2599.0744391275207,0.9999999861306904,3.0267152011297525e-08,0.0,9.5367431640625e-07,3.766613881224556e-15,6.137274542681431e-08,0.0002513827652682315,9.672010851144087e-08,0.999999999999794,0.0,0.3555735945701599,0.0,1.1920928955078125e-07,1.1920928955078125e-07,2.384185791015625e-07,3.5762786865234375e-07
2026,pool1,"[32, 64, 64, 32]",4194304,0.41650953202745455,0.41650952742752223,0.5627340536783575,0.5627340455019758,1433.8191272096963,1433.8191081455575,0.9999999867039444,3.344281051869888e-08,0.0,9.5367431640625e-07,4.290553422256485e-15,6.550231615948007e-08,0.0001341487434946152,9.356043656334619e-08,0.9999999999999181,0.0,0.3824739456176758,0.0,1.1920928955078125e-07,1.1920928955078125e-07,2.384185791015625e-07,3.5762786865234375e-07
2026,conv2,"[32, 64, 64, 64]",8388608,0.03219635026096853,0.03219634560464015,0.5168347426334892,0.516834743851052,1499.8150328586532,1499.8150355397818,1.0000000017876394,5.985478967931307e-08,5.21540641784668e-08,1.1920928955078125e-06,7.099202072221492e-15,8.425676276846561e-08,0.00024403365197581622,1.6270916492578617e-07,0.9999999999998296,0.0,0.8288741111755371,5.21540641784668e-08,1.1920928955078125e-07,1.7881393432617188e-07,2.384185791015625e-07,4.76837158203125e-07
2026,bn2,"[32, 64, 64, 64]",8388608,1.366043583805876e-09,-1.2612626679826475e-09,0.9964300203530876,0.9964300204545046,2885.969610217967,2885.9696105116036,1.0000000001017464,1.535246719968245e-07,1.1920928955078125e-07,3.814697265625e-06,4.742348243367644e-14,2.1776933308819322e-07,0.0006307273611720028,2.1854955051317816e-07,0.9999999999997771,0.0,0.8585817813873291,1.1920928955078125e-07,3.5762786865234375e-07,4.76837158203125e-07,7.152557373046875e-07,1.1920928955078125e-06
2026,relu2,"[32, 64, 64, 64]",8388608,0.38992723623403147,0.38992723523568257,0.5849268523524054,0.5849268506307191,2036.0512560207728,2036.051250267718,0.9999999971744057,7.608975559660194e-08,0.0,3.814697265625e-06,2.3503753409425594e-14,1.5330933895045532e-07,0.00044403127579072067,2.1808452733087308e-07,0.9999999999998449,0.0,0.42687439918518066,0.0,2.384185791015625e-07,3.5762786865234375e-07,5.960464477539062e-07,9.5367431640625e-07
2026,pool2,"[32, 32, 32, 64]",2097152,0.532988589199193,0.5329885876318743,0.6923156008166825,0.6923155991500641,1265.274329016898,1265.2743257198663,0.9999999973942159,9.49392319493929e-08,1.4901161193847656e-08,3.814697265625e-06,3.0735945067701136e-14,1.7531669934065362e-07,0.0002538857000120715,2.0065664353542795e-07,0.9999999999999127,0.0,0.5064353942871094,1.4901161193847656e-08,2.384185791015625e-07,3.5762786865234375e-07,6.854534149169922e-07,1.1622905731201172e-06
2026,conv3,"[32, 32, 32, 128]",4194304,0.005691295827132875,0.0056912941948765935,0.6500076623447089,0.6500076627925434,1331.2667189465421,1331.266719834404,1.00000000066693,1.3622070982322043e-07,1.1920928955078125e-07,2.8014183044433594e-06,3.4260272976473636e-14,1.8509530781863067e-07,0.0003790751904125556,2.8474774045257337e-07,0.9999999999998306,0.0,0.8945372104644775,1.1920928955078125e-07,2.980232238769531e-07,3.5762786865234375e-07,5.960464477539062e-07,9.5367431640625e-07
2026,bn3,"[32, 32, 32, 128]",4194304,7.439565630207312e-10,9.44701854721161e-10,0.997915093869038,0.9979150927466743,2043.7301122440203,2043.7301099453541,0.9999999988752594,2.770948293875837e-07,2.384185791015625e-07,5.260109901428223e-06,1.4222423438948823e-13,3.7712628440548696e-07,0.0007723546304624376,3.7791420003808156e-07,0.9999999999997938,2.384185791015625e-07,0.9230613708496094,2.384185791015625e-07,5.960464477539062e-07,7.450580596923828e-07,1.1920928955078125e-06,1.9073486328125e-06
2026,relu3,"[32, 32, 32, 128]",4194304,0.3802095352383554,0.3802095351399222,0.6009267944906455,0.6009267945984724,1456.3458940989008,1456.3458941777014,1.0000000000541085,1.3937372968599736e-07,0.0,4.76837158203125e-06,7.20259950853726e-14,2.683765919102719e-07,0.0005496352602322369,3.7740708607042714e-07,0.9999999999998338,2.384185791015625e-07,0.46029019355773926,0.0,4.6193599700927734e-07,5.960464477539062e-07,9.5367431640625e-07,1.6689300537109375e-06
2026,pool3,"[32, 16, 16, 128]",1048576,0.6455479350813933,0.645547935989621,0.7669868416183955,0.7669868424622805,1026.5572940336303,1026.5572952936357,1.0000000012274086,1.9915673483451857e-07,1.1920928955078125e-07,4.5299530029296875e-06,1.0688159283362072e-13,3.2692750394180775e-07,0.00033477376403641114,3.2611308260261567e-07,0.9999999999998898,0.0,0.6265554428100586,1.1920928955078125e-07,5.364418029785156e-07,7.152557373046875e-07,1.1324882507324219e-06,1.9073486328125e-06
2026,conv4,"[32, 16, 16, 256]",2097152,0.005316076299691053,0.0053160762432612405,0.7321411294165657,0.7321411289885674,1060.281557783654,1060.2815571632705,0.9999999994148878,2.4874260207835563e-07,1.9371509552001953e-07,4.291534423828125e-06,1.1008921993079815e-13,3.317969558793422e-07,0.0004804933170776813,4.531752095000825e-07,0.9999999999997999,0.0,0.9311113357543945,1.9371509552001953e-07,5.364418029785156e-07,6.854534149169922e-07,9.685754776000977e-07,1.5497207641601562e-06
2026,bn4,"[32, 16, 16, 256]",2097152,5.092136712292472e-10,-2.7782342962648365e-09,0.9983948290381651,0.9983948289942551,1445.830152016933,1445.8301519533131,0.9999999999559978,4.4299119030799246e-07,3.5762786865234375e-07,7.152557373046875e-06,3.51283676396666e-13,5.926918899366398e-07,0.0008583095388743044,5.936447913172669e-07,0.9999999999997103,0.0,0.9512333869934082,3.5762786865234375e-07,9.5367431640625e-07,1.1920928955078125e-06,1.7881393432617188e-06,2.8014183044433594e-06
2026,relu4,"[32, 16, 16, 256]",2097152,0.38157232703836047,0.38157232521138384,0.5903190435505126,0.5903190417609752,1017.9137028658732,1017.9136992531752,0.9999999964508799,2.2182108854582505e-07,0.0,7.152557373046875e-06,1.7551786761345813e-13,4.1894852620991295e-07,0.0006067022722071338,5.960252529256664e-07,0.9999999999997502,0.0,0.4782538414001465,0.0,7.152557373046875e-07,9.5367431640625e-07,1.5497207641601562e-06,2.4437904357910156e-06
