seed,parameter,layer,shape,num_elements,keras_mean,pytorch_mean,keras_std,pytorch_std,keras_norm,pytorch_norm,norm_ratio,mean_abs_diff,median_abs_diff,max_abs_diff,mse,rmse,l2_norm_difference,relative_l2_error,cosine_similarity,sign_mismatch_ratio,nonzero_difference_ratio,p50_abs_diff,p90_abs_diff,p95_abs_diff,p99_abs_diff,p99_9_abs_diff
42,conv1/kernel,conv1,"[3, 3, 3, 32]",864,-3.944073937923854e-05,-3.704206877349255e-05,0.0009982734445793007,0.000999282713241799,0.029366019511551152,0.029392966509834896,1.0009176251576468,3.193385728755621e-06,2.2351741790771484e-07,0.0019793659448623657,4.543598544716991e-09,6.740622037109774e-05,0.001981330144785437,0.06740830817884555,0.9977263958369095,0.0011574074074074073,1.0,2.2351741790771484e-07,1.7185695469379429e-06,3.069639205932617e-06,1.338901929557324e-05,0.00030318093299876853
42,bn1/gamma,bn1,[32],32,3.6135315895080566e-07,1.6763806343078613e-08,0.0009989056666217814,0.0009999703650287093,0.005650664134801037,0.0056566866095739835,1.0010657994581302,1.0672956705093384e-06,4.76837158203125e-07,1.3113021850585938e-05,6.116995798777225e-12,2.4732561126533632e-06,1.3990849350946181e-05,0.0024733294093518573,0.9999975054204288,0.0,1.0,4.76837158203125e-07,1.6570091247558596e-06,2.163648605346679e-06,9.860992431640638e-06,1.2787818908691456e-05
42,bn1/beta,bn1,[32],32,5.145484465174377e-07,1.5661498764529824e-08,0.0009988702472790072,0.0009999649387766607,0.005650464152713343,0.005656655913955928,1.001095796924862,1.096199412131682e-06,4.867906682193279e-07,7.518916390836239e-06,4.284044370420466e-12,2.069793315870081e-06,1.1708519114450594e-05,0.002069865887646391,0.9999984552084877,0.0,1.0,4.867906682193279e-07,1.5221303328871731e-06,5.636812420561909e-06,7.273548981174828e-06,7.494379649870101e-06
42,conv2/kernel,conv2,"[3, 3, 32, 64]",18432,-5.924509246647682e-06,-5.750055050965683e-06,0.0009975886781087985,0.000999884789206065,0.13543951846439942,0.1357511050917049,1.002300559178283,3.0762287350525084e-06,5.885958671569824e-07,0.001863064244389534,1.503643406495901e-09,3.8776841110331574e-05,0.0052645185220048804,0.03878066788810672,0.9992489401596616,0.00048828125,1.0,5.885958671569824e-07,3.3805146813392666e-06,6.610341370105746e-06,3.133598715066909e-05,0.0002517428472638303
42,bn2/gamma,bn2,[64],64,9.322073310613632e-05,9.372737258672714e-05,0.0009924721017791174,0.000995481166277206,0.007974723981744139,0.007999070237109862,1.0030529276526006,3.0659139156341553e-06,7.748603820800781e-07,3.921985626220703e-05,5.1356807695412954e-11,7.166366422072831e-06,5.733093137658265e-05,0.007167199396575976,0.9999788832135953,0.0,1.0,7.748603820800781e-07,7.092952728271486e-06,1.5014410018920867e-05,3.2160282135009735e-05,3.8513898849487356e-05
42,bn2/beta,bn2,[64],64,9.452457834413508e-05,9.37787026487058e-05,0.000992846479401041,0.0009955037127055396,0.007978687721955998,0.00799928831666813,1.0025819527508817,2.5933941287803464e-06,1.0891235433518887e-06,4.073453601449728e-05,4.0797310688427594e-11,6.387277251570312e-06,5.1098218012562495e-05,0.006387845516967936,0.9999828696929887,0.0,1.0,1.0891235433518887e-06,4.42605232819915e-06,5.315942689776419e-06,3.029864223208274e-05,3.969094663625591e-05
42,conv3/kernel,conv3,"[3, 3, 64, 128]",73728,-3.00574053800536e-05,-3.0051001038107945e-05,0.0009962750446984245,0.0009993920955349749,0.2706406572829956,0.27148659099350414,1.0031256712092005,4.018948678050391e-06,8.270144462585449e-07,0.0019028298556804657,1.7036599031861176e-09,4.127541523941483e-05,0.011207472388639022,0.04128186348955696,0.9991501101903002,0.0005696614583333334,1.0,8.270144462585449e-07,4.493258893489843e-06,9.127869270741931e-06,4.339814186096161e-05,0.00038005010900087944
42,bn3/gamma,bn3,[128],128,-1.4380551874637604e-05,-1.5648547559976578e-05,0.0009936783225038385,0.000999703453691361,0.011243364102324602,0.01131173902026059,1.0060813576180327,6.997492164373398e-06,9.5367431640625e-07,0.0004157423973083496,1.874198157780782e-09,4.329201032270021e-05,0.0004897931851260694,0.04329954786340058,0.9990752534399987,0.0,1.0,9.5367431640625e-07,4.327297210693359e-06,6.899237632751447e-06,0.0001920080184936533,0.00039556890726089776
42,bn3/beta,bn3,[128],128,9.455602821617504e-05,9.377896549267462e-05,0.0009920523537052172,0.0009954786291669043,0.011274658110798846,0.011312419768714497,1.0033492508193649,3.372085757291643e-06,1.6410485841333866e-06,8.455809438601136e-05,7.517097113858706e-11,8.670119442002345e-06,9.809120401819495e-05,0.008671107156885648,0.9999678700565879,0.0,1.0,1.6410485841333866e-06,5.953130312263966e-06,7.740396540611982e-06,2.670051646418872e-05,7.741717301542045e-05
42,conv4/kernel,conv4,"[3, 3, 128, 256]",294912,-3.595335770597193e-05,-3.60458023970346e-05,0.0009947182177737408,0.0009991275828230574,0.5405424326663918,0.5429372256489402,1.0044303515095667,4.791519625661304e-06,1.2274831533432007e-06,0.0019819196313619614,6.735402441958677e-10,2.595265389504256e-05,0.014093796525290539,0.025958427345712153,0.9996713580705886,3.0517578125e-05,1.0,1.2274831533432007e-06,6.7837536334991455e-06,1.3430509716272376e-05,6.481943652033814e-05,0.0003864164408296565
