seed,parameter,rank,flat_index,canonical_index,keras_value,pytorch_value,absolute_difference
42,bn3/beta,5,80,[80],-0.0013667007442563772,-0.0013746205950155854,7.919850759208202e-06
42,bn3/beta,6,90,[90],0.000963814789429307,0.000955949304625392,7.865484803915024e-06
42,bn3/beta,7,18,[18],0.0034129898995161057,0.0034204996190965176,7.509719580411911e-06
42,bn3/beta,8,37,[37],0.0013393070548772812,0.0013464299263432622,7.122871465981007e-06
42,bn3/beta,9,123,[123],-0.0009049872169271111,-0.0008982301806099713,6.757036317139864e-06
42,bn3/beta,10,26,[26],0.0032616928219795227,0.003255046671256423,6.6461507230997086e-06
42,conv4/kernel,1,201929,"[2, 0, 20, 201]",0.0016292491927742958,0.0021975331474095583,0.0005682839546352625
42,conv4/kernel,2,208585,"[2, 0, 46, 201]",0.000409549567848444,0.0008425137493759394,0.0004329641815274954
42,conv4/kernel,3,214729,"[2, 0, 70, 201]",0.0006798556423746049,0.0010816750582307577,0.0004018194158561528
42,conv4/kernel,4,101833,"[1, 0, 13, 201]",0.00432966323569417,0.004728248342871666,0.00039858510717749596
42,conv4/kernel,5,267465,"[2, 2, 20, 201]",-0.0010300162248313427,-0.0014225142076611519,0.0003924979828298092
42,conv4/kernel,6,36297,"[0, 1, 13, 201]",0.0005780293722636998,0.0009648294653743505,0.0003868000931106508
42,conv4/kernel,7,208841,"[2, 0, 47, 201]",0.0018050717189908028,0.002182245021685958,0.00037717330269515514
42,conv4/kernel,8,230601,"[2, 1, 4, 201]",-0.003451921045780182,-0.0038250056095421314,0.00037308456376194954
42,conv4/kernel,9,167369,"[1, 2, 13, 201]",0.002785780467092991,0.002423497848212719,0.0003622826188802719
42,conv4/kernel,10,219081,"[2, 0, 87, 201]",-0.003709268756210804,-0.0033633518032729626,0.0003459169529378414
42,bn4/gamma,1,20,[20],0.035952042788267136,0.03595202788710594,1.4901161193847656e-08
42,bn4/gamma,2,101,[101],-0.01772661879658699,-0.017726605758070946,1.30385160446167e-08
42,bn4/gamma,3,64,[64],0.04642137512564659,0.046421363949775696,1.1175870895385742e-08
42,bn4/gamma,4,228,[228],-0.04557620361447334,-0.04557619243860245,1.1175870895385742e-08
42,bn4/gamma,5,17,[17],-0.01581341214478016,-0.015813402831554413,9.313225746154785e-09
42,bn4/gamma,6,35,[35],-0.02981271967291832,-0.029812710359692574,9.313225746154785e-09
42,bn4/gamma,7,68,[68],0.013616113923490047,0.013616122305393219,8.381903171539307e-09
42,bn4/gamma,8,98,[98],-0.01125599630177021,-0.011255987919867039,8.381903171539307e-09
42,bn4/gamma,9,202,[202],0.013408209197223186,0.013408200815320015,8.381903171539307e-09
42,bn4/gamma,10,88,[88],0.002235713182017207,0.0022357208654284477,7.683411240577698e-09
42,bn4/beta,1,208,[208],0.053415969014167786,0.05341595783829689,1.1175870895385742e-08
42,bn4/beta,2,17,[17],-0.0190578643232584,-0.019057855010032654,9.313225746154785e-09
42,bn4/beta,3,140,[140],0.0015079197473824024,0.0015079120639711618,7.683411240577698e-09
42,bn4/beta,4,6,[6],-0.01885574869811535,-0.018855741247534752,7.450580596923828e-09
42,bn4/beta,5,16,[16],0.04190792888402939,0.04190792143344879,7.450580596923828e-09
42,bn4/beta,6,42,[42],0.01960652321577072,0.01960653066635132,7.450580596923828e-09
42,bn4/beta,7,51,[51],0.03438110649585724,0.03438109904527664,7.450580596923828e-09
42,bn4/beta,8,64,[64],0.04171408712863922,0.041714079678058624,7.450580596923828e-09
42,bn4/beta,9,78,[78],0.05558200925588608,0.05558200180530548,7.450580596923828e-09
42,bn4/beta,10,101,[101],-0.01175888441503048,-0.011758876964449883,7.450580596923828e-09
42,fc128/kernel,1,5126,"[40, 6]",0.061605971306562424,0.06160593405365944,3.725290298461914e-08
42,fc128/kernel,2,5136,"[40, 16]",0.05498799681663513,0.054987963289022446,3.3527612686157227e-08
42,fc128/kernel,3,2606,"[20, 46]",0.0647149458527565,0.06471491605043411,2.9802322387695312e-08
42,fc128/kernel,4,4433,"[34, 81]",0.06827997416257858,0.0682799443602562,2.9802322387695312e-08
42,fc128/kernel,5,5201,"[40, 81]",0.06338030099868774,0.06338027119636536,2.9802322387695312e-08
42,fc128/kernel,6,5209,"[40, 89]",-0.04614366590976715,-0.04614363610744476,2.9802322387695312e-08
42,fc128/kernel,7,5241,"[40, 121]",-0.05917949602007866,-0.05917946621775627,2.9802322387695312e-08
42,fc128/kernel,8,13029,"[101, 101]",0.0671999454498291,0.06719991564750671,2.9802322387695312e-08
42,fc128/kernel,9,25425,"[198, 81]",0.07134340703487396,0.07134337723255157,2.9802322387695312e-08
42,fc128/kernel,10,30457,"[237, 121]",-0.06585191190242767,-0.06585188210010529,2.9802322387695312e-08
42,fc128/bias,1,16,[16],0.0677168071269989,0.06771679222583771,1.4901161193847656e-08
42,fc128/bias,2,18,[18],0.044818803668022156,0.04481878876686096,1.4901161193847656e-08
42,fc128/bias,3,56,[56],0.053981930017471313,0.05398191511631012,1.4901161193847656e-08
42,fc128/bias,4,81,[81],0.0811953991651535,0.08119538426399231,1.4901161193847656e-08
42,fc128/bias,5,121,[121],-0.07446318864822388,-0.07446317374706268,1.4901161193847656e-08
42,fc128/bias,6,127,[127],-0.04151631146669388,-0.041516296565532684,1.4901161193847656e-08
42,fc128/bias,7,1,[1],0.03442950174212456,0.03442949056625366,1.1175870895385742e-08
42,fc128/bias,8,19,[19],0.015041475184261799,0.015041464008390903,1.1175870895385742e-08
42,fc128/bias,9,63,[63],0.05731913074851036,0.057319119572639465,1.1175870895385742e-08
42,fc128/bias,10,94,[94],0.021846141666173935,0.02184613049030304,1.1175870895385742e-08
42,logits/kernel,1,370,"[46, 2]",0.5012823939323425,0.501282274723053,1.1920928955078125e-07
42,logits/kernel,2,578,"[72, 2]",0.5804381370544434,0.5804380178451538,1.1920928955078125e-07
42,logits/kernel,3,786,"[98, 2]",0.6237998008728027,0.6237996816635132,1.1920928955078125e-07
42,logits/kernel,4,1018,"[127, 2]",0.484580934047699,0.4845808148384094,1.1920928955078125e-07
42,logits/kernel,5,2,"[0, 2]",0.21085017919540405,0.2108500897884369,8.940696716308594e-08
42,logits/kernel,6,404,"[50, 4]",-0.18594665825366974,-0.1859467476606369,8.940696716308594e-08
42,logits/kernel,7,506,"[63, 2]",0.43034419417381287,0.4303441047668457,8.940696716308594e-08
42,logits/kernel,8,602,"[75, 2]",0.35363999009132385,0.3536399006843567,8.940696716308594e-08
42,logits/kernel,9,994,"[124, 2]",0.32020339369773865,0.3202033042907715,8.940696716308594e-08
42,logits/kernel,10,50,"[6, 2]",0.39298421144485474,0.39298415184020996,5.960464477539063e-08
42,logits/bias,1,2,[2],0.24850842356681824,0.24850839376449585,2.9802322387695312e-08
42,logits/bias,2,7,[7],0.1512921303510666,0.1512921005487442,2.9802322387695312e-08
42,logits/bias,3,5,[5],0.023766182363033295,0.02376616559922695,1.6763806343078613e-08
42,logits/bias,4,0,[0],-0.1679498702287674,-0.1679498851299286,1.4901161193847656e-08
42,logits/bias,5,4,[4],-0.10973237454891205,-0.10973238945007324,1.4901161193847656e-08
42,logits/bias,6,6,[6],-0.10823319107294083,-0.10823318362236023,7.450580596923828e-09
42,logits/bias,7,3,[3],-0.021858511492609978,-0.021858513355255127,1.862645149230957e-09
42,logits/bias,8,1,[1],-0.01579274609684944,-0.01579274609684944,0.0
