seed,parameter,rank,flat_index,canonical_index,keras_value,pytorch_value,absolute_difference
42,conv1/kernel,1,80,"[0, 0, 2, 16]",0.07262774556875229,0.07300310581922531,0.00037536025047302246
42,conv1/kernel,2,48,"[0, 0, 1, 16]",0.039018336683511734,0.03936348855495453,0.0003451518714427948
42,conv1/kernel,3,3,"[0, 0, 0, 3]",0.11437533050775528,0.11470760405063629,0.00033227354288101196
42,conv1/kernel,4,35,"[0, 0, 1, 3]",0.07627713680267334,0.07660325616598129,0.0003261193633079529
42,conv1/kernel,5,368,"[1, 0, 2, 16]",0.056169070303440094,0.0564848855137825,0.0003158152103424072
42,conv1/kernel,6,291,"[1, 0, 0, 3]",0.09086399525403976,0.09117692708969116,0.0003129318356513977
42,conv1/kernel,7,67,"[0, 0, 2, 3]",0.07556454837322235,0.07587618380784988,0.00031163543462753296
42,conv1/kernel,8,323,"[1, 0, 1, 3]",0.05794663727283478,0.05825390666723251,0.0003072693943977356
42,conv1/kernel,9,51,"[0, 0, 1, 19]",0.13363979756832123,0.13394054770469666,0.00030075013637542725
42,conv1/kernel,10,19,"[0, 0, 0, 19]",0.07621919363737106,0.07651697099208832,0.00029777735471725464
42,bn1/gamma,1,29,[29],-0.008184379898011684,-0.008233638480305672,4.9258582293987274e-05
42,bn1/gamma,2,3,[3],-0.008499986492097378,-0.008453329093754292,4.665739834308624e-05
42,bn1/gamma,3,9,[9],-0.0018115409184247255,-0.0018500760197639465,3.8535101339221e-05
42,bn1/gamma,4,21,[21],-0.01329764537513256,-0.013334889896214008,3.72445210814476e-05
42,bn1/gamma,5,4,[4],0.0054047126322984695,0.005440639331936836,3.59266996383667e-05
42,bn1/gamma,6,1,[1],-0.01131014060229063,-0.011339424178004265,2.928357571363449e-05
42,bn1/gamma,7,10,[10],-0.009241759777069092,-0.009268762543797493,2.7002766728401184e-05
42,bn1/gamma,8,19,[19],0.006877931300550699,0.006904375273734331,2.6443973183631897e-05
42,bn1/gamma,9,31,[31],0.004326047375798225,0.004349830094724894,2.3782718926668167e-05
42,bn1/gamma,10,25,[25],0.005710492841899395,0.005687043070793152,2.3449771106243134e-05
42,bn1/beta,1,10,[10],-0.011266622692346573,-0.011316471733152866,4.984904080629349e-05
42,bn1/beta,2,7,[7],0.013168230652809143,0.013126392848789692,4.183780401945114e-05
42,bn1/beta,3,9,[9],-0.005510707385838032,-0.005549962166696787,3.925478085875511e-05
42,bn1/beta,4,25,[25],-0.012775254435837269,-0.012811357155442238,3.6102719604969025e-05
42,bn1/beta,5,29,[29],-0.011860543861985207,-0.01189054362475872,2.9999762773513794e-05
42,bn1/beta,6,12,[12],0.0004531918093562126,0.0004797403234988451,2.6548514142632484e-05
42,bn1/beta,7,30,[30],-0.0100776432082057,-0.010102911852300167,2.5268644094467163e-05
42,bn1/beta,8,16,[16],-0.0026873648166656494,-0.0026635206304490566,2.384418621659279e-05
42,bn1/beta,9,21,[21],0.003973356448113918,0.003949674312025309,2.3682136088609695e-05
42,bn1/beta,10,31,[31],-0.013112938031554222,-0.013092340901494026,2.0597130060195923e-05
42,conv2/kernel,1,11042,"[1, 2, 12, 34]",-0.0017367266118526459,-0.0015900768339633942,0.0001466497778892517
42,conv2/kernel,2,15743,"[2, 1, 21, 63]",-0.007434951141476631,-0.007292312104254961,0.00014263903722167015
42,conv2/kernel,3,16418,"[2, 2, 0, 34]",0.0035899970680475235,0.0034527145326137543,0.00013728253543376923
42,conv2/kernel,4,6050,"[0, 2, 30, 34]",-0.002961055375635624,-0.0028277551755309105,0.00013330020010471344
42,conv2/kernel,5,14370,"[2, 1, 0, 34]",0.00581466406583786,0.005681499373167753,0.0001331646926701069
42,conv2/kernel,6,10850,"[1, 2, 9, 34]",-0.007199398707598448,-0.00706741726025939,0.00013198144733905792
42,conv2/kernel,7,10658,"[1, 2, 6, 34]",-0.0013020019978284836,-0.0011712294071912766,0.00013077259063720703
42,conv2/kernel,8,4898,"[0, 2, 12, 34]",-0.0009663030505180359,-0.0008366582915186882,0.0001296447589993477
42,conv2/kernel,9,4258,"[0, 2, 2, 34]",0.0024325530976057053,0.0025614919140934944,0.00012893881648778915
42,conv2/kernel,10,9570,"[1, 1, 21, 34]",-0.003483710577711463,-0.003611914347857237,0.0001282037701457739
42,bn2/gamma,1,27,[27],0.002567392075434327,0.002528592012822628,3.8800062611699104e-05
42,bn2/gamma,2,7,[7],0.01887044496834278,0.018909141421318054,3.869645297527313e-05
42,bn2/gamma,3,49,[49],-0.006245574448257685,-0.006210953462868929,3.46209853887558e-05
42,bn2/gamma,4,19,[19],-0.012151182629168034,-0.012183122336864471,3.1939707696437836e-05
42,bn2/gamma,5,17,[17],-0.0007845871732570231,-0.000813762191683054,2.9175018426030874e-05
42,bn2/gamma,6,12,[12],0.004590266849845648,0.004618204198777676,2.7937348932027817e-05
42,bn2/gamma,7,58,[58],0.0004184849967714399,0.0004452485591173172,2.676356234587729e-05
42,bn2/gamma,8,30,[30],-0.002436540788039565,-0.002460886724293232,2.4345936253666878e-05
42,bn2/gamma,9,31,[31],-0.012697409838438034,-0.012675710953772068,2.1698884665966034e-05
42,bn2/gamma,10,57,[57],0.004205541219562292,0.004224809352308512,1.9268132746219635e-05
42,bn2/beta,1,27,[27],-0.0018850488122552633,-0.0019101817160844803,2.5132903829216957e-05
42,bn2/beta,2,48,[48],0.00012260221410542727,0.00010181963443756104,2.078257966786623e-05
42,bn2/beta,3,42,[42],-0.0017888490110635757,-0.001806042157113552,1.719314604997635e-05
42,bn2/beta,4,17,[17],-0.006387446075677872,-0.006403959821909666,1.6513746231794357e-05
42,bn2/beta,5,36,[36],0.004845102317631245,0.004861210472881794,1.6108155250549316e-05
42,bn2/beta,6,58,[58],0.0002546156756579876,0.00026843976229429245,1.3824086636304855e-05
42,bn2/beta,7,19,[19],-0.009745020419359207,-0.009758569300174713,1.3548880815505981e-05
42,bn2/beta,8,46,[46],0.006731090135872364,0.006743970792740583,1.2880656868219376e-05
42,bn2/beta,9,41,[41],-0.0009035118855535984,-0.0009142495691776276,1.073768362402916e-05
42,bn2/beta,10,40,[40],-0.0028326876927167177,-0.002842206507921219,9.518815204501152e-06
42,conv3/kernel,1,20365,"[0, 2, 31, 13]",0.006096241530030966,0.0062067462131381035,0.00011050468310713768
42,conv3/kernel,2,44173,"[1, 2, 25, 13]",0.006743446923792362,0.006848174147307873,0.00010472722351551056
42,conv3/kernel,3,42893,"[1, 2, 15, 13]",-0.001545666716992855,-0.0014514750801026821,9.419163689017296e-05
42,conv3/kernel,4,44941,"[1, 2, 31, 13]",-0.004476387053728104,-0.004385290667414665,9.109638631343842e-05
42,conv3/kernel,5,22925,"[0, 2, 51, 13]",0.0063764797523617744,0.006463142111897469,8.666235953569412e-05
42,conv3/kernel,6,45709,"[1, 2, 37, 13]",-0.004611570853739977,-0.004525309894233942,8.626095950603485e-05
42,conv3/kernel,7,47501,"[1, 2, 51, 13]",0.002684870734810829,0.002770437626168132,8.556689135730267e-05
42,conv3/kernel,8,16909,"[0, 2, 4, 13]",0.007497465703636408,0.007581219542771578,8.375383913516998e-05
42,conv3/kernel,9,17165,"[0, 2, 6, 13]",0.009227353148162365,0.00931098498404026,8.363183587789536e-05
42,conv3/kernel,10,45932,"[1, 2, 38, 108]",-0.0037314295768737793,-0.0036497493274509907,8.168024942278862e-05
42,bn3/gamma,1,111,[111],0.007078016176819801,0.007045567501336336,3.2448675483465195e-05
42,bn3/gamma,2,83,[83],0.00717910984531045,0.007149034645408392,3.0075199902057648e-05
42,bn3/gamma,3,6,[6],-0.0026019506622105837,-0.0025790021754801273,2.2948486730456352e-05
42,bn3/gamma,4,53,[53],0.0007513051386922598,0.0007741814479231834,2.2876309230923653e-05
42,bn3/gamma,5,38,[38],0.0034780162386596203,0.0034973695874214172,1.935334876179695e-05
42,bn3/gamma,6,46,[46],-0.002130023902282119,-0.002111475681886077,1.854822039604187e-05
42,bn3/gamma,7,108,[108],-0.0035350897815078497,-0.0035183432046324015,1.6746576875448227e-05
42,bn3/gamma,8,107,[107],0.0060483417473733425,0.006064568646252155,1.622689887881279e-05
42,bn3/gamma,9,58,[58],0.0052393716759979725,0.0052553629502654076,1.5991274267435074e-05
42,bn3/gamma,10,45,[45],0.0048731593415141106,0.0048874737694859505,1.4314427971839905e-05
42,bn3/beta,1,22,[22],0.0022535319440066814,0.0022436752915382385,9.856652468442917e-06
42,bn3/beta,2,58,[58],-0.0012362394481897354,-0.0012264116667211056,9.827781468629837e-06
42,bn3/beta,3,82,[82],0.0004920647479593754,0.0005015813512727618,9.51660331338644e-06
42,bn3/beta,4,60,[60],-0.0025909985415637493,-0.0025829365476965904,8.06199386715889e-06
