seed,parameter,m_shape,m_num_elements,m_keras_mean,m_pytorch_mean,m_keras_std,m_pytorch_std,m_keras_norm,m_pytorch_norm,m_norm_ratio,m_mean_abs_diff,m_median_abs_diff,m_max_abs_diff,m_mse,m_rmse,m_l2_norm_difference,m_relative_l2_error,m_cosine_similarity,m_sign_mismatch_ratio,m_nonzero_difference_ratio,m_p50_abs_diff,m_p90_abs_diff,m_p95_abs_diff,m_p99_abs_diff,m_p99_9_abs_diff,v_shape,v_num_elements,v_keras_mean,v_pytorch_mean,v_keras_std,v_pytorch_std,v_keras_norm,v_pytorch_norm,v_norm_ratio,v_mean_abs_diff,v_median_abs_diff,v_max_abs_diff,v_mse,v_rmse,v_l2_norm_difference,v_relative_l2_error,v_cosine_similarity,v_sign_mismatch_ratio,v_nonzero_difference_ratio,v_p50_abs_diff,v_p90_abs_diff,v_p95_abs_diff,v_p99_abs_diff,v_p99_9_abs_diff
2026,conv1/kernel,"[3, 3, 3, 32]",864,8.796115605011377e-06,8.724697756964425e-06,0.00325771546541974,0.003257825918663359,0.09575723646516733,0.09576047745745198,1.0000338459254285,1.311582867169892e-07,3.1846866477280855e-08,3.55718657374382e-06,1.7601973870709667e-13,4.195470637569719e-07,1.2332114751450033e-05,0.00012878084026815136,0.9999999922802212,0.0011574074074074073,0.9953703703703703,3.1846866477280855e-08,2.0847073756158378e-07,5.793874152004647e-07,2.6534637436270724e-06,3.5013272427022494e-06,"[3, 3, 3, 32]",864,1.061278755204634e-06,1.0613506065432682e-06,1.9007105171837191e-06,1.9008049358794248e-06,6.398833713540003e-05,6.399178994474347e-05,1.0000539599792402,9.364246920501612e-11,8.199663170671556e-12,5.248239176580682e-09,1.8326381288000532e-19,4.280932291919662e-10,1.2583319686327793e-08,0.0001966395954417499,0.9999999821211529,0.0,0.9965277777777778,8.199663170671556e-12,1.3819203559251039e-10,3.202615062036779e-10,2.265187504235657e-09,4.987654392607527e-09
2026,bn1/gamma,[32],32,-4.102139428141527e-08,-4.1076759771385696e-08,0.001249564107497161,0.001249564157161156,0.007068602035317437,0.007068602316269706,1.0000000397465112,4.519051799434237e-10,4.0745362639427185e-10,1.280568540096283e-09,3.360011784093461e-19,5.79656086321317e-10,3.279029995150864e-09,4.638866141335417e-07,0.9999999999998931,0.0,0.9375,4.0745362639427185e-10,9.837094694375993e-10,1.1772499419748784e-09,1.2535019777715208e-09,1.277861883863807e-09,[32],32,1.5614104683205413e-07,1.56141060838862e-07,2.0540731112162715e-07,2.0540732003567976e-07,1.4595581793737628e-06,1.4595582674672537e-06,1.0000000603562724,1.0365731710482162e-13,5.417888360170764e-14,5.115907697472721e-13,2.6899289442731245e-26,1.6401002848219752e-13,9.277808265788854e-13,6.356586422471831e-07,0.9999999999997999,0.0,0.9375,5.417888360170764e-14,2.8137492336099973e-13,3.6664005165221166e-13,4.763478500535713e-13,5.080664777779026e-13
2026,bn1/beta,[32],32,0.00010281989995064578,0.00010281984503990316,0.0011786983817675164,0.0011786983571191517,0.006693045482008255,0.006693045316109951,0.9999999752133307,3.6482106224866584e-10,3.4924596548080444e-10,1.1641532182693481e-09,2.1735370006719004e-19,4.662120762777279e-10,2.637293764856331e-09,3.9403493849634024e-07,0.9999999999999227,0.0,0.78125,3.4924596548080444e-10,7.803464541211726e-10,8.672941476106643e-10,1.0919757187366489e-09,1.1569354683160793e-09,[32],32,1.3999018545686904e-07,1.3999017121630718e-07,2.290805847023629e-07,2.290804696674171e-07,1.518685392692773e-06,1.5186847954223065e-06,0.9999996067187652,8.289007501216528e-14,4.263256414560601e-14,7.958078640513122e-13,2.8490279441968515e-26,1.68790637897866e-13,9.548240372670728e-13,6.287174696360774e-07,0.9999999999998797,0.0,0.8125,4.263256414560601e-14,1.5205614545266153e-13,2.6005864128819653e-13,6.636469151999341e-13,7.825917691661764e-13
2026,conv2/kernel,"[3, 3, 32, 64]",18432,-0.00010276657970827067,-0.00010276650062262156,0.0009586946313561148,0.0009586946974509176,0.13090235345432488,0.1309023612321475,1.0000000594169807,1.960083443739497e-09,1.1859810911118984e-09,2.1653249859809875e-08,8.641608641466412e-18,2.9396613140745333e-09,3.991016543181811e-07,3.0488499257121744e-06,0.999999999995353,0.0,0.9835069444444444,1.1859810911118984e-09,4.773028194904327e-09,6.402842700481415e-09,1.0128132998943329e-08,1.553291804157225e-08,"[3, 3, 32, 64]",18432,9.29656377365418e-08,9.29656488190687e-08,1.9012665058754744e-07,1.9012663859865324e-07,2.873296296006756e-05,2.8732962158769428e-05,0.9999999721122346,3.3251768008441195e-13,1.0658141036401503e-13,1.659827830735594e-11,5.892697350039883e-25,7.676390655796435e-13,1.0421813544481359e-10,3.627128033737894e-06,0.9999999999934204,0.0,0.9864908854166666,1.0658141036401503e-13,8.526512829121202e-13,1.374544922327919e-12,3.1646152365283156e-12,7.454332262568999e-12
2026,bn2/gamma,[64],64,1.5376560469348988e-07,1.537462281930857e-07,0.0006964982208129236,0.0006964982689863484,0.005571985902290445,0.005571986287643615,1.0000000691590352,2.5072921516766655e-10,2.0372681319713593e-10,9.313225746154785e-10,1.0514936739193104e-19,3.2426743190140304e-10,2.5941394552112243e-09,4.655681692835397e-07,0.9999999999998942,0.0,0.921875,2.0372681319713593e-10,5.64614310860634e-10,6.235495675355195e-10,7.846392691135401e-10,9.166542440652858e-10,[64],64,4.8510979852468947e-08,4.851098669620378e-08,7.070037014977039e-08,7.070038656851431e-08,6.859437880438281e-07,6.859439273259176e-07,1.0000002030517543,2.9168324927695416e-14,1.0658141036401503e-14,2.2737367544323206e-13,2.7672298195450763e-27,5.2604465775683686e-14,4.208357262054695e-13,6.135133054476546e-07,0.9999999999998324,0.0,0.921875,1.0658141036401503e-14,7.602807272633074e-14,1.0551559626037484e-13,2.0946799850207746e-13,2.2558310774911674e-13
2026,bn2/beta,[64],64,3.406114620929657e-05,3.4061163717069576e-05,0.0005836606580166328,0.000583660686269829,0.004677229439041876,0.004677229672843385,1.0000000499871797,2.714841684792191e-10,2.3283064365386963e-10,7.130438461899757e-10,1.0601436243693996e-19,3.2559846811209043e-10,2.6047877448967234e-09,5.569082399396519e-07,0.9999999999998463,0.0,0.96875,2.3283064365386963e-10,5.195033736526967e-10,5.820766091346741e-10,7.038761395961046e-10,7.121270755305887e-10,[64],64,3.418199316553971e-08,3.4181996273242605e-08,4.679793337717489e-08,4.6797947591218396e-08,4.636174440302955e-07,4.6361755052021193e-07,1.0000002296935064,2.8286888890255435e-14,1.4210854715202004e-14,2.2737367544323206e-13,2.1758974076844534e-27,4.664651549349054e-14,3.7317212394792434e-13,8.049137128851111e-07,0.9999999999997025,0.0,0.96875,1.4210854715202004e-14,6.998845947236988e-14,8.526512829121202e-14,1.5575096767861367e-13,2.2021140466677079e-13
2026,conv3/kernel,"[3, 3, 64, 128]",73728,1.9161769317371497e-06,1.9161745644371376e-06,0.0006601089597440453,0.0006601089864806321,0.1792394835180418,0.1792394907759042,1.0000000404925424,1.0811943880659361e-09,7.8580342233181e-10,1.382431946694851e-08,2.2839639385128906e-18,1.5112789082472139e-09,4.103560566857499e-07,2.289428824581974e-06,0.9999999999973719,0.0,0.9816351996527778,7.8580342233181e-10,2.4301698431372643e-09,3.14321368932724e-09,4.889443516731262e-09,7.778668077662618e-09,"[3, 3, 64, 128]",73728,4.357475159452318e-08,4.357475516841186e-08,7.981900900141355e-08,7.981901577861317e-08,2.469247375798869e-05,2.4692475838172023e-05,1.0000000842436183,1.2296612098788692e-13,4.796163466380676e-14,4.433786671143025e-12,6.140829813386538e-26,2.4780697757300013e-13,6.728678179860905e-11,2.7249912985473338e-06,0.9999999999962846,0.0,0.9845513237847222,4.796163466380676e-14,3.161915174132446e-13,4.973799150320701e-13,1.0231815394945443e-12,2.1070860611871616e-12
2026,bn3/gamma,[128],128,1.108052565257367e-07,1.1077226247380167e-07,0.000504260677360493,0.000504260678147836,0.0057050584488910466,0.005705058457716803,1.0000000015470054,2.0659385313592793e-10,1.7462298274040222e-10,6.402842700481415e-10,6.728267877019434e-20,2.593890490560354e-10,2.9346520888488425e-09,5.143947446987787e-07,0.9999999999998678,0.0,0.9609375,1.7462298274040222e-10,4.1181920096278186e-10,4.940375220030542e-10,6.284972187131645e-10,6.402842700481415e-10,[128],128,2.5427884596819134e-08,2.5427884549375124e-08,3.7261869461319555e-08,3.7261871371623915e-08,5.103754515502886e-07,5.103754690997501e-07,1.000000034385395,1.793992404175264e-14,9.880984919163893e-15,9.947598300641403e-14,7.819962744538151e-28,2.7964196295509996e-14,3.163787652957896e-13,6.198941454883192e-07,0.9999999999998085,0.0,0.96875,9.880984919163893e-15,4.618527782440651e-14,6.73239242132694e-14,9.045209026226078e-14,9.857359373199883e-14
2026,bn3/beta,[128],128,4.004777771626777e-06,4.004765621345996e-06,0.0003054163592582324,0.000305416370370614,0.0034556887035274,0.0034556888274364884,1.000000035856554,1.7548984487802954e-10,1.4551915228366852e-10,5.238689482212067e-10,4.6123283994401384e-20,2.1476332087766147e-10,2.42976960868379e-09,7.031216437639295e-07,0.9999999999997536,0.0,0.9453125,1.4551915228366852e-10,3.426976036280392e-10,4.3146428652107703e-10,4.656612873077393e-10,5.164765752851974e-10,[128],128,9.329519204757609e-09,9.329519794187508e-09,1.3529338858429848e-08,1.3529341317477242e-08,1.8593175127687199e-07,1.8593177796598264e-07,1.000000143542512,8.514683505793028e-15,4.829470157119431e-15,5.3290705182007514e-14,1.6190823703495255e-28,1.2724316761026997e-14,1.4395921068300537e-13,7.74258237391478e-07,0.9999999999997108,0.0,0.9453125,4.829470157119431e-15,2.1316282072803006e-14,2.6645352591003757e-14,4.071409875905377e-14,5.1937121270384724e-14
2026,conv4/kernel,"[3, 3, 128, 256]",294912,-2.2720842387585015e-06,-2.2720916323221994e-06,0.0004330668284499252,0.0004330668390218083,0.23518364590303628,0.2351836516651678,1.000000024500562,3.8845984968690063e-10,2.764863893389702e-10,7.916241884231567e-09,3.0525089323132628e-19,5.524951522242764e-10,3.0003691676964835e-07,1.2757558386618322e-06,0.9999999999991652,0.0,0.9697638617621528,2.764863893389702e-10,8.731149137020111e-10,1.1415124845371055e-09,1.862645149230957e-09,3.0850060284137726e-09,"[3, 3, 128, 256]",294912,1.8755204276218996e-08,1.8755205196152377e-08,3.5969728209731535e-08,3.5969731242477945e-08,2.20295484372174e-05,2.202955012855304e-05,1.0000000767757744,3.099801151375287e-14,1.0880185641326534e-14,2.9274360713316128e-12,4.962148029203376e-27,7.0442515778494e-14,3.825437229374474e-11,1.736502655320333e-06,0.9999999999984777,0.0,0.9749552408854166,1.0880185641326534e-14,7.815970093361102e-14,1.2612133559741778e-13,2.913225216616411e-13,6.963318810448982e-13
