state,shape,keras_mean,pytorch_mean,keras_std,pytorch_std,mean_abs_diff,max_abs_diff,mse,rmse,cosine_similarity
bn1/mean,[32],0.0006658534025518748,0.0006658534098278324,0.0019211785146951703,0.0019211785162210678,7.275957614183426e-12,1.1641532182693481e-10,8.470329472543003e-22,2.9103830456733704e-11,1.0
bn1/variance,[32],0.990116173401475,0.9901161752641201,0.00012945403178750667,0.000129459883688924,1.862645149230957e-09,5.960464477539063e-08,1.1102230246251565e-16,1.0536712127723509e-08,1.0
bn2/mean,[64],0.00032196350011304276,0.00032196346873547554,0.0027207411780516746,0.0027207411980211403,1.8417267710901797e-10,9.313225746154785e-10,7.809246726990624e-20,2.794502948109131e-10,0.9999999999999949
bn2/variance,[64],0.9919309448450804,0.9919309625402093,0.001176707488182023,0.0011767188240401434,1.7695128917694092e-08,5.960464477539063e-08,1.0547118733938987e-15,3.247632789269592e-08,0.9999999999999996
bn3/mean,[128],5.6912965646915836e-05,5.691293728915525e-05,0.003817772008942743,0.0038177720374161827,2.0605028794307145e-10,9.313225746154785e-10,9.650055108400985e-20,3.1064537834001307e-10,0.9999999999999967
bn3/variance,[128],0.9927675696089864,0.9927676529623568,0.0011635389684909953,0.0011635757271494893,8.335337042808533e-08,2.384185791015625e-07,8.965050923848139e-15,9.468395283176626e-08,0.999999999999999
bn4/mean,[256],5.316074146577421e-05,5.3160765213888794e-05,0.004462348543763685,0.004462348520325782,2.4714275070891745e-10,1.862645149230957e-09,1.5164525182364138e-19,3.8941655309403757e-10,0.9999999999999962
bn4/variance,[256],0.9933690601028502,0.9933694719802588,0.0009789685623743118,0.0009790870424745612,4.118774086236954e-07,8.344650268554688e-07,1.8433865545119943e-13,4.2934677761827844e-07,0.9999999999999926
