experiment,framework,seed,test_accuracy,macro_f1,test_loss,best_epoch,epochs_trained,train_accuracy,validation_accuracy,train_loss,validation_loss,train_val_gap,training_time_seconds,python_version,framework_version,device,architecture
02_batch_order_alignment,keras,42,0.5070358601906492,0.5060540532247916,1.307023048400879,20,27,0.5723344087600708,0.49589788913726807,1.1166906356811523,1.316916823387146,0.07643651962280273,4411.5179113750055,3.10.3,2.18.1,tensorflow-metal GPU:0,arm64
02_batch_order_alignment,keras,123,0.47072174307762144,0.45044182119211545,1.3441640138626099,27,30,0.5338991284370422,0.4845031797885895,1.2208218574523926,1.3486486673355103,0.04939594864845276,4814.873908333,3.10.3,2.18.1,tensorflow-metal GPU:0,arm64
02_batch_order_alignment,keras,2026,0.454380390376759,0.44537129760995964,1.3754538297653198,18,25,0.47224661707878113,0.4680947959423065,1.3345756530761719,1.3781707286834717,0.004151821136474609,4026.8073701660032,3.10.3,2.18.1,tensorflow-metal GPU:0,arm64
