experiment,phase,framework,seed,epochs_trained,optimizer_steps,final_test_accuracy,final_macro_f1,final_test_loss,best_val_epoch,best_val_loss,best_test_accuracy,best_macro_f1,best_test_loss,training_time_seconds,python_version,framework_version,device,architecture,config_sha256
04_common_initialization_controlled_training,strict_controlled_comparison,pytorch,42,30,9630,0.4770767135724013,0.451657682516978,1.4475495452860296,23,1.3506062762130904,0.47798456650022697,0.4471306587707046,1.3332197922660285,4107.4189905000385,3.10.3,2.14.0,mps,arm64,341720f5354faa891046710944552ede8c015232e02747d4076952bd2142750f
04_common_initialization_controlled_training,strict_controlled_comparison,pytorch,123,30,9630,0.4117113027689514,0.33718831105931246,2.0038897537449194,21,1.3618576991742812,0.48388561053109397,0.46792431650684463,1.3574304614238073,4139.603745125001,3.10.3,2.14.0,mps,arm64,341720f5354faa891046710944552ede8c015232e02747d4076952bd2142750f
04_common_initialization_controlled_training,strict_controlled_comparison,pytorch,2026,30,9630,0.3309123921924648,0.2878758757215577,2.398994528808975,26,1.3149809133169754,0.5201997276441217,0.5066879209265808,1.2927830558011493,4097.018892374996,3.10.3,2.14.0,mps,arm64,341720f5354faa891046710944552ede8c015232e02747d4076952bd2142750f
