experiment,phase,framework,seed,epochs_trained,optimizer_steps,final_test_accuracy,final_macro_f1,final_test_loss,best_val_epoch,best_val_loss,best_test_accuracy,best_macro_f1,best_test_loss,training_time_seconds,python_version,framework_version,device,architecture,config_sha256
04_common_initialization_controlled_training,strict_controlled_comparison,keras,42,30,9630,0.46709033136631867,0.43887023269770153,1.508304485125375,26,1.3384714476499322,0.5038583749432592,0.47644033416982856,1.3204146387140911,4939.2270692089805,3.10.3,2.18.1,tensorflow-metal GPU:0,arm64,341720f5354faa891046710944552ede8c015232e02747d4076952bd2142750f
04_common_initialization_controlled_training,strict_controlled_comparison,keras,123,30,9630,0.4230594643667726,0.35153968967075166,1.7998104907954438,29,1.3971490540500109,0.4811620517476169,0.46942904431470345,1.388247634192461,5064.519544749986,3.10.3,2.18.1,tensorflow-metal GPU:0,arm64,341720f5354faa891046710944552ede8c015232e02747d4076952bd2142750f
04_common_initialization_controlled_training,strict_controlled_comparison,keras,2026,30,9630,0.41034952337721287,0.4041328052205421,1.7765354327705303,22,1.336716760584954,0.49341806627326373,0.47654155255374964,1.3152934890198156,5024.941787208954,3.10.3,2.18.1,tensorflow-metal GPU:0,arm64,341720f5354faa891046710944552ede8c015232e02747d4076952bd2142750f
